Gene	ZT2-Rep1	ZT6-Rep1	ZT10-Rep1	ZT14-Rep1	ZT18-Rep1	ZT22-Rep1	ZT2-Rep2	ZT6-Rep2	ZT10-Rep2	ZT14-Rep2	ZT18-Rep2	ZT22-Rep2	ZT2-Rep3	ZT6-Rep3	ZT10-Rep3	ZT14-Rep3	ZT18-Rep3	ZT22-Rep3
AT4G36120	2.45314	2.07493	2.43032	1.60469	2.2139	1.31404	1.57801	2.15205	2.3829	1.72365	2.34289	2.33727	1.7563	2.16788	2.4828	1.64028	2.95006	2.05463
AT3G08700	1.42603	1.41712	2.31863	2.00968	3.77433	0.635335	0.256847	0.707221	1.86186	2.59588	2.48684	1.22269	0	0.818701	1.45026	1.79069	3.68164	0.657178
AT4G33180	11.2812	14.9145	15.34	17.5056	19.1259	24.7785	13.1194	14.8279	15.5719	12.5272	23.5848	20.9471	10.4778	15.6299	15.4359	19.164	22.1073	21.2428
AT3G60560	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G62790	31.2004	34.67	39.7841	45.888	62.9863	49.7932	27.4175	34.4513	43.6379	41.2974	62.457	45.2304	45.2028	40.4717	51.0714	46.4381	60.1311	41.5082
AT2G35990	0.555027	0.121721	0.277432	1.55903	0.140799	0.487932	0.290853	0.279234	0.837453	0.13963	0.405585	0.147443	0	0	0.0996534	0.174519	0.278989	0.25033
AT3G07970	0.480001	0.689367	2.04028	1.15176	0.913661	0.647161	0.363015	1.19057	0.735343	1.28192	1.15475	0.8133	0.844399	1.18454	1.64649	1.19198	0.675122	1.00344
AT3G20920	21.478	20.535	26.0151	29.132	36.197	35.4911	21.7451	23.5166	27.5543	30.0195	35.7079	35.5017	22.4373	21.5679	24.5461	30.8947	36.6658	37.5293
AT5G51560	11.2395	14.297	14.8136	18.6966	14.5794	13.4642	12.1817	12.0208	13.4087	17.5984	14.2948	14.7315	10.2341	11.7925	15.9625	16.4156	15.7791	14.4965
AT4G22513	98.4362	96.3681	137.482	124.716	122.33	81.9902	98.7671	80.9232	119.719	88.1325	97.8626	78.1242	69.7919	80.4469	79.0109	106.292	123.617	81.6288
AT4G22510	1.92727	0.0175064	13.2692	13.8495	13.3481	12.5032	8.4958	8.63524	4.3874	8.42755	7.93464	4.63151	10.0647	2.65828	11.5385	5.5852	7.75343	1.99249
AT4G22517	100.195	99.2155	150.111	137.188	108.224	98.4227	117.684	95.6221	132.625	102.432	99.4627	90.751	81.739	88.0934	80.4799	99.153	122.894	88.9745
AT2G03710	8.0391	6.22687	6.48495	9.17344	7.78924	11.6	8.28535	7.00368	7.28022	8.49921	10.2955	11.2179	6.09465	7.04824	7.96123	7.91607	9.77316	11.8803
AT3G09250	17.0286	21.4928	26.6208	31.1278	19.3379	22.4992	19.0634	21.2093	22.1541	27.6972	20.7846	23.3303	16.9759	20.239	25.7714	30.3805	22.1504	24.9913
AT1G69570	6.93857	3.68642	3.93653	2.11335	1.92989	3.51721	6.64159	5.25193	3.71094	2.03902	2.65618	3.55208	7.81222	4.71103	4.28306	2.36099	2.95685	3.38046
AT5G67140	10.0469	9.83235	2.55715	4.72743	1.4157	7.37981	13.0487	9.80355	1.63874	3.02745	2.48791	6.03871	14.0432	11.5285	1.81743	3.33966	1.8174	5.69625
AT5G39230	1.47355	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.718151	1.1555	0.517177
AT1G78690	7.33682	8.48971	8.47394	12.0251	10.1293	9.8788	9.01585	9.07753	8.88881	9.57438	11.8846	10.3785	7.1815	8.79115	7.65412	12.7635	8.50782	10.9512
AT2G47380	157.602	117.18	122.135	152.623	171.661	166.89	131.395	112.168	108.983	144.251	168.89	165.571	134.688	126.849	127.982	125.278	169.926	148.9
AT1G11600	28.7708	25.5163	28.836	33.0653	19.3377	13.3335	24.5584	24.7925	24.6589	29.2622	18.768	18.7316	21.0284	19.9455	26.0795	27.6011	21.1084	13.8925
AT3G05530	63.837	74.5917	76.7812	70.4579	96.799	95.6607	76.7129	78.246	80.5061	76.0913	96.809	92.5087	72.223	72.5567	80.5631	75.8139	96.7487	96.1617
AT1G63030	0	0.103465	0	0	0	0	0	0	0.142975	0.112694	0	0	0	0	0	0	0	0
AT4G08530	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G11608	0	0	0	0.109582	0	0	0	0	0	0	0	0	0	0.102858	0	0	0	0
AT1G76590	2.0147	6.94083	12.8335	9.19726	7.1639	5.24256	1.68469	6.17685	14.1155	6.58128	6.39857	5.13131	2.68417	7.11901	18.4213	8.00479	4.17215	6.9652
AT5G17360	3.09322	3.17296	2.61339	2.97265	3.91943	3.73444	2.47113	1.88562	2.35068	3.12642	3.20418	3.51358	3.28094	2.37741	2.28258	3.07402	3.66521	2.93624
AT2G38905	5.40028	3.04214	0	0	0	0.759519	2.3313	0.774561	1.98626	0	2.59267	0.966998	3.1055	0.862981	1.86274	0	0.878033	0.783038
AT2G38900	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT5G53840	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT4G30980	3.94143	5.64223	6.12183	6.92707	6.93781	6.31519	6.92511	5.44534	4.90495	8.57324	7.09487	4.34035	6.75969	4.6188	6.53763	6.73577	6.23142	6.10482
AT1G49520	2.9458	2.83863	3.32767	4.02601	4.14699	3.99378	3.57058	4.61621	2.60459	3.91878	4.39299	4.89437	2.605	2.70625	3.65822	3.79117	3.52996	4.75305
AT3G30350	1.24709	1.41077	1.09857	2.98426	2.99068	0.714841	1.4169	1.84861	1.48312	1.53886	1.05072	1.66442	1.9083	2.77674	1.82536	2.41229	0.862518	1.95019
AT1G49840	9.25161	7.6675	7.69922	7.95137	11.8499	11.0137	7.44865	7.39181	6.22721	6.45562	10.7364	10.4596	7.11883	7.97075	6.57332	6.6307	10.2142	10.5293
AT2G46380	5.87403	4.47907	3.28396	5.78179	3.51412	4.15187	5.33649	4.93593	3.78033	4.83777	3.8252	4.125	5.74597	4.01245	3.64565	4.4425	3.85689	3.7272
AT4G37450	46.0192	45.8246	51.7462	95.9569	99.6159	83.8938	41.0681	43.8243	55.4275	67.5022	100.747	89.0474	44.1317	40.6697	60.5315	95.4771	100.103	79.2692
AT2G02440	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G64020	1.99105	0.482619	0.522658	1.2527	0	0.464034	0.360627	0	1.86922	0	0.529169	0	1.91602	0.547135	0	0.68503	0	1.42579
AT4G29520	12.3347	16.0857	20.9526	23.6032	19.717	15.8549	15.4109	15.8152	18.9912	25.0189	18.9886	15.986	16.2105	16.5166	22.072	25.854	20.0006	16.204
AT5G01380	0.186773	0.129934	0.144265	0.161866	0.215962	0	0.203535	0.134967	0	0.368406	0.141631	0.232521	0.271705	0.225428	0.0539317	0.182044	0.0726664	0.260997
AT2G46030	34.7022	43.2027	30.271	35.4358	53.751	56.9483	42.979	42.1675	30.2348	41.7451	55.6187	57.8428	44.3101	47.3594	29.2751	44.2317	53.9764	58.0421
AT1G10550	0.395292	0.290305	0.420787	0.352075	2.23435	1.89454	0.503924	0.485781	0.760548	0.31117	2.84204	2.30637	0.904751	0.110724	0.314321	0	1.45346	1.30076
AT4G02070	4.18404	3.89024	4.82031	4.56801	4.37854	4.0775	5.1245	4.72297	3.88072	4.68069	3.91173	5.26302	4.66202	3.55641	4.3403	3.87609	4.12724	3.95126
AT5G12460	0	0	0	0	0	0	0.0636153	0	0	0	0	0	0	0	0	0.116473	0	0
AT4G02075	6.68207	7.47664	11.8289	9.13646	6.57846	9.26833	9.46836	10.9635	8.77948	8.49806	7.75916	8.85873	14.7456	9.51994	8.73026	9.91265	8.52431	7.70167
AT2G18220	11.0353	7.62758	10.8432	12.4486	10.6259	14.0715	14.2363	7.31814	10.2938	15.1835	10.7272	15.9276	12.7108	7.55102	10.9264	11.5514	10.085	13.1329
AT3G20720	8.33845	7.92783	9.76825	8.48118	8.39992	8.3593	8.29234	8.05441	9.36007	9.90493	8.25959	8.35884	7.69348	9.15681	10.434	8.5052	7.63874	8.33802
AT2G43600	1.33893	1.38878	1.3674	0.672119	0.769583	1.41957	0.517446	1.67844	1.66209	0.752615	1.59945	1.65372	0.561411	1.42411	2.27825	0.922549	0.454252	1.07267
AT4G37980	140.975	85.0746	63.952	93.5842	61.5014	53.5043	127.094	83.3146	67.5007	101.301	64.1188	43.2952	121.027	85.0945	71.4334	107.281	73.8574	50.4733
AT1G70990	4.4992	4.47032	4.16678	3.51706	6.27613	5.54397	2.88456	5.62405	4.02046	5.96964	6.69438	4.94614	3.58146	3.99188	6.26307	5.19078	6.79325	6.17657
AT5G48750	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT5G03130	1.96822	6.11699	6.61942	2.78318	1.56061	1.71976	1.73353	9.4389	0	3.53662	2.9156	1.68053	2.52065	6.45848	2.69466	5.48959	3.02935	2.25031
AT5G52710	0	0	0.0571765	0	0.0576279	0	0	0	0.0700152	0	0.0547204	0.0611786	0	0	0	0	0.0569291	0
AT1G65080	4.04421	2.84111	2.93428	6.16672	4.31896	6.62166	6.82016	2.91465	3.28072	5.46868	4.19017	7.05374	5.83453	1.98718	3.30847	5.2224	4.07756	7.0454
AT4G18230	13.6949	18.5026	25.8562	23.7758	25.6209	21.7549	16.3475	20.2241	24.382	21.8057	22.384	23.7097	16.3659	21.2907	25.3023	23.3403	20.6008	21.7888
AT5G04480	5.37563	6.16523	7.07157	7.548	9.72435	9.05623	6.20658	6.82717	7.03033	6.96008	9.47685	8.94963	5.81414	7.17831	6.71798	6.68643	8.41944	9.93035
AT5G08100	17.2248	21.8763	30.6139	35.1754	32.0082	35.4868	15.5797	23.2939	34.9176	29.3326	33.6666	38.33	18.6147	22.6859	34.443	35.7238	36.3885	34.8053
AT4G35580	15.9984	14.3113	19.3597	16.8516	18.3788	17.9661	15.4656	16.3217	15.7962	17.9732	17.7778	18.8887	14.2092	13.1537	16.7114	17.6455	16.8122	17.6678
AT5G54000	0.398498	0	0	0.236963	0.108072	0	0	0.295004	0	0	0.205544	0	0	0	0.0787139	0	0	0
AT4G35589	0	0	0	0	12.5339	0	0	0	0	0	0	0	0	0	0	0	12.1364	0
AT2G45600	10.9517	10.4315	9.17901	8.76093	5.81523	5.7108	10.0447	12.4127	8.43443	8.29621	6.08862	5.18072	9.6634	12.7011	8.77588	7.90365	6.27949	6.69773
AT3G31910	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0574502	0.0910552	0	0
AT5G03680	0.918383	1.38264	1.01741	1.51143	0.982356	1.81484	1.11136	0.514509	1.13058	0.983527	1.21755	1.46269	1.16472	0.926611	1.05337	0.819274	0.837571	1.13458
AT4G38600	32.5702	29.4678	34.0365	27.4211	29.2985	31.3744	31.0062	30.1931	31.4627	32.9433	30.8018	30.7113	33.5136	30.6373	33.0822	25.9924	29.4145	32.5702
AT4G34180	39.4816	45.0647	52.8634	50.1301	57.319	54.5308	41.7714	48.6036	50.5576	47.9318	52.4985	60.3446	52.9014	50.3151	53.0617	50.837	56.1426	59.1073
AT1G48460	30.8761	13.3475	18.6781	27.1726	17.5537	25.2765	29.8437	11.487	17.6205	31.2753	18.5693	23.5304	24.4414	9.49963	17.4683	23.1368	17.4154	26.2222
AT5G19730	30.6646	19.4584	10.7426	24.7154	11.2268	13.2017	29.4131	16.1288	8.29339	20.2525	11.483	14.846	29.4802	15.9043	10.7914	24.6849	11.9169	13.8761
AT5G12280	0.996342	1.35131	2.88289	3.0971	1.82911	1.73658	0.976912	1.51166	0.990168	1.62148	2.85066	2.13321	1.14565	2.16842	1.86385	2.96823	1.91054	1.71974
AT3G25230	59.5375	35.4926	40.4635	46.777	42.6946	34.9909	69.2105	35.8524	40.449	60.4549	39.5146	39.1534	65.9059	34.0447	45.5448	45.4059	40.9039	36.6746
AT5G16900	0.618374	0.413428	0.819812	0.303173	0.788606	0.578906	0.193681	0.643832	0.446354	0.323619	0.537216	0.973512	0.406078	0.558613	0.215843	0.429837	0.719986	0.179678
AT3G25233	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT3G29560	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT3G42550	0	0	0	0	0	0.0843743	0	0	0	0	0	0	0	0	0	0	0	0.0874702
AT4G05220	1.54164	1.89382	2.64806	1.84265	2.49875	1.40159	0.832547	3.03038	0.986853	0.401129	0.794963	2.24479	1.98498	3.22522	1.53893	1.76671	2.8047	2.14901
AT1G62850	13.0202	16.302	16.5293	16.0547	15.9927	14.2668	16.1535	14.9896	14.9568	17.119	16.9861	12.9846	17.4741	13.9778	12.9985	15.401	18.2247	14.5738
AT3G23727	0	0	0	0	0	1.08334	0	0	0	0	0	0	0	0	0	0	0	0
AT4G10020	0.377797	0.196532	1.48E-09	0.311358	0.145793	0.36923	0.09792	0.270361	6.24E-11	0.290944	0.410423	0.317818	0.0880204	0.154031	0.164374	0.0867315	0.141624	0.193462
AT4G11770	0	0.0951186	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G24620	0.994695	0.282669	0.633482	0.525244	0.657062	0	0.542383	0.582077	0.381421	0.809707	1.37926	1.23608	0.591354	0.809697	0.593852	0.574757	0.636076	0.288016
AT4G15215	1.25121	1.14978	1.36559	2.49849	1.66507	2.49679	1.60097	1.0762	1.54154	2.21194	1.63036	2.28077	1.17768	0.800251	1.88335	1.84585	1.1381	2.20434
AT4G15210	0	0.245799	0.0482271	0.105688	0	0	0	0.0414938	0	0	0.0462385	0	0.118638	0	0.0359842	0	0.142899	0
AT1G24625	24.0794	25.803	42.2101	45.2563	23.0792	19.6285	21.6514	23.8306	38.5859	38.9723	24.7761	19.9106	23.9981	30.5428	45.8357	41.9306	22.8804	20.3256
AT4G19540	5.27151	7.76843	9.34326	17.7513	12.5288	12.8552	9.06434	8.29484	9.33682	14.5191	13.2929	14.2492	9.6609	7.64544	9.39487	12.3232	11.8583	12.5532
AT2G20030	0.355982	1.28469	1.3107	0.526806	0.87887	0.969195	0.769611	1.22004	1.58421	1.04079	1.1951	1.67614	0.697219	1.17214	0.915188	0.809105	0.749669	1.43652
AT2G04900	38.742	53.668	69.0214	83.4701	84.1216	89.9777	50.1656	59.3206	54.8557	70.8173	88.2921	85.7392	45.1251	57.7207	58.5089	87.4784	79.5826	78.0577
AT3G29690	0	0	0	0	0	0	0.172292	0	0	0	0	0	0	0	0	0	0	0
AT2G01360	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT5G41250	0	0	0	0.0683515	0	0.053161	0	0	0	0.0616262	0	0	0	0	0	0	0	0.0550199
AT1G61500	3.61811	3.6211	4.61822	3.76728	2.43425	3.58806	2.70239	3.76743	3.92923	3.16638	2.89275	4.0253	3.78978	4.31994	4.0069	4.41218	2.38544	3.44713
AT4G10790	26.9489	27.9522	27.3166	19.9066	23.2015	30.0431	26.7448	28.2884	25.2691	21.1871	26.2534	28.2921	23.9584	27.9004	25.2818	24.9946	22.2259	30.4184
AT5G49000	4.59375	4.30911	3.72568	4.16843	4.5131	4.77224	3.59241	4.11529	2.64873	4.68744	4.55603	4.59675	2.97398	3.49231	4.17222	2.92884	3.16466	5.64611
AT3G16740	4.30434	9.37403	11.8191	11.2519	15.0724	12.857	4.30156	10.5125	13.7759	11.1897	15.4806	15.8227	5.44952	9.17303	11.8135	10.3155	14.0641	13.9179
AT2G31150	12.4148	9.17665	12.7908	16.3642	16.2467	25.2882	11.6383	8.87319	8.91942	12.0739	18.9002	23.7424	10.827	9.70367	10.589	15.6512	17.3446	21.4464
AT3G11210	9.08996	9.76415	9.83139	16.6391	12.5786	14.8229	11.653	8.93505	7.69073	11.7071	14.2774	12.824	11.6629	10.2224	8.46438	12.7233	12.8456	13.5161
AT1G33220	0	0.11304	0.122644	0	0	0	0	0	0.294621	0	0	0	0.149137	0	0	0	0	0
AT4G01830	0.061782	0	0.0968289	0.0522257	0.0977541	0.0820457	0.0330873	0.0449274	0	0.0242165	0.0230255	0	0.0299573	0.0504208	0.0363368	0.0287826	0	0.064483
AT3G63052	0	2.75302	0	0	0	0	0	0	0	0	0	0	0	0	4.50153	0	0	0
AT3G63050	1.08367	0.532751	3.20817	1.58676	2.35792	0.502686	1.42305	0.826861	1.07322	1.18478	2.51743	1.24949	1.11006	0.613216	1.5413	1.78437	1.47137	1.30589
AT5G41780	1.08386	0.361571	0.0501018	0.0541848	0.0502664	0.0433553	1.01945	0.519068	0.0615459	0.205346	0.0965253	0	1.40669	0.626739	0	0.0612082	0	0
AT1G67900	40.1209	44.1289	16.3914	15.5913	9.12647	11.1073	35.1587	50.1166	15.5484	15.934	9.65767	11.6267	35.9818	44.2237	17.3453	14.8491	9.87604	10.5345
AT1G55640	0	0	0	0	0	0.312939	0	0.336651	0	1.07359	0	0.413687	0.440135	0	0.275296	0	0.36317	0.323261
AT3G26760	5.73745	6.86588	7.14018	5.72058	5.53773	7.94015	5.53286	6.27722	7.92344	6.29623	8.13688	8.72309	6.08281	6.51914	7.2313	5.41467	6.88077	8.30066
AT1G18170	40.6947	36.2587	51.5277	76.466	54.9335	50.8191	33.7688	38.9823	51.5902	71.7372	52.7252	50.9078	37.9854	39.1021	53.198	74.4651	61.6109	54.1691
AT5G64330	13.0046	22.8133	24.5092	18.7391	16.318	12.5952	11.8058	21.6515	23.1095	18.9784	16.395	13.8101	11.899	19.3923	24.5268	18.3396	14.2762	13.9011
AT5G14500	6.73345	8.89461	11.7906	8.93462	8.12384	8.3583	9.14457	9.84621	8.24791	6.77325	7.62536	8.65681	7.67783	9.05062	9.72004	6.62904	8.80269	9.34422
AT1G47550	16.553	28.1577	31.0625	24.2367	28.2083	25.5065	23.843	29.5037	27.9086	26.3304	30.8692	25.6225	24.0434	29.9315	30.4174	22.5784	27.3162	27.0259
AT4G16740	0.0986087	0.356765	1.25009	0.0630958	0	0	0	0.1458	1.71629	0.0788237	0	0	0	0.162106	1.73936	0	0	0
AT4G16745	1.57834	2.69914	1.80317	1.75221	2.68717	2.46212	1.36911	1.85329	2.04695	2.07505	2.83099	2.65319	1.4262	2.07563	2.04193	1.73782	1.64915	2.66118
AT2G23410	1.59359	2.35045	3.13659	1.09309	1.18227	0.924807	1.46274	3.05878	1.71103	1.84811	0.757793	0.845085	1.18673	2.17936	3.64433	0.606166	1.14829	1.04138
AT2G18050	39.0958	41.5973	36.6838	52.3725	34.1115	36.2789	54.658	55.9004	47.2135	40.8896	42.8156	41.8768	48.4308	49.9436	40.3321	47.3093	29.407	44.8497
AT1G26170	6.42708	10.6242	11.8026	12.2845	11.6904	11.2593	11.9397	11.2729	10.9936	12.1154	12.8836	12.201	11.7164	9.54389	12.4582	11.6461	13.1024	12.9502
AT5G42785	1.63208	4.2011	4.82849	2.6641	4.80368	5.44407	4.12928	2.15986	3.7398	4.708	4.07013	5.10356	6.14938	2.9462	4.02032	4.28257	3.98011	4.68225
AT5G42780	4.55104	3.62393	3.24932	5.73504	7.33164	4.59408	4.0735	3.36347	3.44898	4.85754	6.27073	6.48195	4.47664	2.67809	2.69972	6.97071	5.21097	6.99377
AT5G47360	4.3465	2.90098	2.95125	2.4367	1.91689	2.25067	3.45593	2.87019	2.41408	1.93447	2.25018	3.59717	3.07934	3.63558	2.22268	2.21601	2.11066	2.69002
AT2G19900	1.31604	0.666654	0.259234	0.660052	0.783581	0.392808	2.99721	0.917886	0.565775	0.925447	0.488345	0.558744	2.19325	0.710306	0.744018	0.611274	0.709593	0.36648
AT1G58070	9.29601	7.03033	6.34115	5.09028	6.73566	7.11713	6.49889	7.64632	6.84542	7.21344	6.5189	6.96442	7.67929	7.44162	7.19779	3.77508	5.19049	6.94373
AT1G32170	17.2084	21.1438	20.4454	20.2075	30.401	30.8563	16.1232	21.9317	25.1738	20.4955	36.1291	35.5494	21.6373	23.0215	24.3261	20.3491	29.0677	33.1389
AT4G16295	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G80530	20.075	17.1626	18.3783	21.6963	23.3399	22.2721	15.9424	16.8172	18.2083	23.2574	24.5536	23.3549	17.4797	15.6828	20.6606	20.8902	21.7952	20.8265
AT5G46940	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT5G42250	12.7957	25.2481	26.1535	9.89447	14.1586	13.959	15.7313	27.6989	22.3518	10.7135	14.2373	12.8741	20.433	30.3698	24.2109	9.79472	12.2677	15.9926
AT4G18790	0	0	0	0.0704111	0	0.0549838	0.0441794	0.121192	0	0.064626	0	0	0	0	0	0	0	0
AT3G27490	0.222518	0	0.0590487	0.0627178	0.0604358	0	0.0792531	0.109331	0.214199	0.0581267	0	0	0.364154	0.371933	0.223596	0.206895	0.0574621	0.103342
AT3G24610	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT5G47090	10.9978	6.68649	8.67896	9.01584	14.6239	15.8434	10.1769	8.02681	8.45926	7.75945	15.2228	16.5409	9.08973	8.04025	9.5704	7.70573	13.1674	15.26
AT5G06190	9.73754	5.95683	7.38008	9.86758	7.46154	7.13553	7.40838	6.39271	7.71372	8.0625	8.46413	7.16359	7.46507	6.38478	8.30583	6.50821	5.58294	8.94937
AT1G23040	15.1335	7.58779	9.85211	10.4691	13.5679	12.2689	13.9573	9.55105	7.98915	10.9356	14.7203	13.9472	14.4132	8.45691	8.70227	15.8838	13.3456	14.2083
AT3G62820	36.9088	19.6072	17.2006	28.6468	28.6649	40.663	33.8863	21.2933	18.5719	21.4112	29.4026	43.7445	32.4945	15.3388	17.3843	23.0367	30.6636	38.8681
AT4G35210	0	0.311731	0	0.130246	0.474337	0	0.0785356	0.211372	0.13882	0.230604	0.450007	0	0.283393	0.23649	0.256891	0.288066	0.115728	0.103097
AT3G27140	0	0	0	0	0	0	0.121409	0	0	0	0	0	0	0	0	0	0	0
AT3G15460	13.735	7.57156	10.4233	15.3134	11.8438	10.1829	17.3587	8.6225	11.1798	17.3376	12.3025	12.949	13.3709	6.66105	12.1225	13.8421	11.8687	10.6242
AT1G05675	0	0.188914	0.0691805	0.538338	0.565837	1.07263	0.0477501	0.19237	0.167502	0	0.268498	0.22776	0.517609	0	0.0519012	0	0.345032	0.497692
AT1G51340	3.27977	5.48152	6.74224	8.45284	7.12154	9.75283	5.16802	6.82222	5.89071	6.46823	8.15828	5.28108	4.62149	7.4313	7.59258	8.31684	7.82055	6.61809
AT5G01210	14.2231	22.9023	27.1741	20.0787	21.7821	19.8139	10.3905	28.0491	28.8053	22.4316	21.3514	20.4901	12.0867	24.4919	29.3835	21.047	22.6794	21.5788
AT1G12600	0.123949	0.54171	0.195343	0.656285	0.201784	0.674117	0.46914	0.45508	0.118269	0.194601	0.378755	0.324878	0.728132	0.513784	0.661408	0.360148	0.390221	0.612523
AT5G64270	36.4228	26.6108	29.6505	22.7016	31.9044	31.7928	29.9961	28.6393	30.4404	28.658	30.5106	32.6566	29.2755	26.2515	30.4355	23.7738	30.1818	31.8027
AT2G21810	0	0	0	0	0	0	0.380774	0.519813	0	0	0	0	0	0	0	0	0	0
AT1G16460	24.9997	33.0472	38.1892	43.2703	34.0804	40.4344	35.3411	37.0707	35.5164	39.1511	37.1447	41.404	33.8036	36.7567	37.5115	38.7828	36.7255	43.5432
AT3G46580	8.60565	8.75918	10.3892	15.779	11.4769	12.2312	11.1982	9.3867	10.6383	11.5449	12.8637	11.7684	11.1293	8.83816	8.93972	12.5717	14.2914	13.4465
AT3G17820	34.8349	42.4053	54.4588	46.096	46.2635	42.2281	44.3203	44.4661	50.8665	50.1854	45.0873	44.1854	45.6173	43.6967	47.8121	46.4954	44.8551	43.8205
AT1G29710	4.21651	3.25469	4.08874	3.19699	3.74354	4.2215	3.08362	3.72114	4.14255	5.29617	3.64543	4.23612	3.44439	3.10251	3.31915	2.58053	3.3524	3.44122
AT1G53270	1.30837	1.6347	2.19213	2.31194	2.76486	1.48486	1.30268	1.55885	2.08437	1.9054	2.28937	1.52491	1.84651	1.93715	1.47406	2.47763	1.59944	1.33705
AT4G17160	0	0	0.213032	0	0	0.178839	0.145153	0.198851	0	0	0	0.22532	0	0	0	0.250971	0	0
AT4G21570	35.3504	50.4347	58.5287	69.7515	51.7207	33.7815	41.4405	52.1411	59.2588	62.9405	48.7433	40.3484	41.1261	49.5232	71.5309	68.0104	49.2901	36.0685
AT2G07340	16.4263	24.0638	27.7692	43.9953	38.2655	36.7479	27.5792	22.3141	27.066	39.3657	44.3996	45.2282	25.7322	23.955	30.0308	38.7148	44.7061	40.6612
AT1G51690	29.2878	32.5746	37.8988	37.4206	37.4948	39.0904	37.7043	37.0625	33.7808	38.2774	38.4932	35.8276	37.9345	32.418	35.4845	34.9671	37.2168	37.4096
AT2G03450	3.5715	4.34412	3.81104	4.24661	4.76294	4.15298	3.32418	3.49165	4.75892	3.77737	4.49676	3.74611	3.92818	4.1706	3.53884	4.49749	3.6976	4.1856
AT5G43120	0	0	0.119333	0	0.060483	0	0.0815117	0	0.0722944	0	0	0.0648852	0.0743494	0.062125	0.0450597	0	0	0.0531121
AT4G12530	0	0.256257	0	0	0	0	0.19163	0	0	0.278203	0.280284	0	0.339952	0.288884	0	0	0	0
AT4G13660	12.7573	11.1828	15.0614	13.3812	14.6874	18.8657	12.4099	15.0488	16.0893	18.3708	17.3341	17.1953	14.0529	13.3712	19.5013	14.9805	14.5601	17.3565
AT1G50560	5.48679	5.67258	6.24669	4.87548	5.95636	4.53065	3.51395	5.78942	5.2725	5.18734	6.02809	4.23958	4.86732	6.91001	6.3739	4.8498	4.62016	4.18645
AT1G53180	6.49166	4.67578	5.31626	6.77398	6.21021	5.78933	6.81751	6.03902	5.66984	5.44966	7.297	5.52601	6.4017	6.25492	7.60733	5.81417	6.74446	6.15675
AT4G27800	41.7408	134.951	203.295	186.757	142.836	135.446	54.5898	130.868	174.31	151.708	156.368	125.507	50.5219	137.281	184.623	190.032	156.098	130.047
AT3G61160	1.48601	3.84148	8.73957	8.20155	9.52032	14.4871	1.78999	6.11326	6.77124	5.2331	10.8749	14.0964	2.29859	4.46853	6.999	6.12376	9.96068	13.2695
AT1G57690	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G79470	10.3544	6.71217	8.04796	9.18927	8.82461	9.81544	9.22538	8.26108	6.85842	13.6585	9.57615	9.37262	10.2532	6.58173	9.04039	7.39146	10.2265	10.0477
AT1G20530	0.551996	0.349422	1.2029	1.17042	0.907101	0.899097	0.490125	0.509512	0.66169	1.16216	1.18099	1.09189	0.749906	0.627896	1.06928	1.02106	0.880808	0.889334
AT5G28640	17.9716	12.0738	14.419	20.7337	16.7298	18.4035	22.8067	17.2143	17.6719	17.6769	16.8724	20.6958	20.9832	13.9435	13.6191	15.8835	13.9489	19.3968
AT3G47180	2.14595	1.89239	1.68961	0.855732	2.13894	1.3123	1.1641	1.74427	0.456249	1.13474	1.8465	2.08672	2.5776	1.37228	1.83601	1.1878	1.90436	1.70179
AT3G14330	14.8956	12.0248	12.2619	9.97296	9.32952	10.8143	10.3918	10.2838	10.8774	14.1665	7.90532	12.4557	8.81769	9.16534	11.3893	10.3466	8.67902	10.3936
AT5G28642	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT4G02910	0	0	0	0	0	0	0	0	0.706119	0	0	0	0	0	0	0	0	0
AT3G10650	20.4573	14.4361	17.3177	18.4666	18.5009	18.4906	18.0392	16.4191	17.1792	21.3284	19.3561	19.1902	18.081	14.8783	16.7389	17.6276	18.729	17.3034
AT3G13300	22.8393	24.4639	30.8447	25.2615	31.5822	30.0691	21.4526	24.2837	29.4103	30.4454	31.1218	31.4696	23.6686	23.6154	30.3555	26.7259	30.1922	30.8123
