Gene	ZT2-Rep1	ZT6-Rep1	ZT10-Rep1	ZT14-Rep1	ZT18-Rep1	ZT22-Rep1	ZT2-Rep2	ZT6-Rep2	ZT10-Rep2	ZT14-Rep2	ZT18-Rep2	ZT22-Rep2	ZT2-Rep3	ZT6-Rep3	ZT10-Rep3	ZT14-Rep3	ZT18-Rep3	ZT22-Rep3
AT1G06620	6.24576	8.31522	9.37715	9.20464	12.4646	7.00226	5.46176	6.39485	8.92003	7.82546	11.4459	8.41005	7.00984	8.41932	7.78526	7.28412	10.4365	6.94699
AT3G27910	0	0	0	0	0	0	0	0	0	0	0.138115	0	0.183039	0	0	0	0	0
AT4G22890	385.995	601.155	419.992	403.365	362.598	323.711	515.267	585.71	394.584	414.048	364.712	329.206	509.629	588.131	416.574	446.106	378.843	344.09
AT2G45660	20.8276	34.127	23.4874	19.7482	17.8454	23.6842	31.6754	34.5668	24.1542	15.0352	24.0801	18.6928	26.3545	36.6503	24.9957	19.0307	15.9899	19.1088
AT2G34630	28.3382	26.0844	26.917	31.2499	28.5423	26.7635	36.1811	23.9668	23.6399	30.965	27.4856	31.5434	33.8714	24.8012	28.2491	27.7582	29.5577	32.2149
AT2G03270	5.98468	3.83332	4.21898	3.84046	6.38977	7.27952	4.71903	4.6765	4.64016	4.26791	6.88162	7.80847	4.50563	3.81899	4.9539	3.46553	5.25791	6.88141
AT2G25590	4.81377	7.11416	9.10912	7.0801	8.95835	11.5987	5.9055	6.97429	6.63759	6.61555	9.10822	10.3335	6.4516	6.37836	7.50184	8.99475	9.09009	12.5282
AT1G43171	0	0	0	0	0.0930019	0.0737264	0	0	0	0	0	0	0	0	0.067219	0	0	0
AT5G25130	11.7954	7.72221	5.18824	7.08102	3.50215	5.36594	10.3564	6.12606	5.85794	5.91969	3.66925	5.04332	8.66094	4.87511	4.62481	5.56873	3.75842	5.62631
AT2G32280	1.88056	5.69704	8.21766	10.3239	8.61537	4.68012	2.50576	7.11794	9.60269	12.7231	8.99193	5.69036	2.34158	5.83089	11.7295	8.38749	7.42216	5.30996
AT3G15020	17.3697	26.8679	31.5333	36.8743	29.8213	26.5826	19.2218	30.9823	30.1708	39.2235	29.0597	24.4294	20.8192	28.0276	34.6209	36.8397	28.8062	23.017
AT5G61100	0	0	0	0	0	0	0	0.194119	0	0	0	0	0	0.219061	0	0	0	0
AT5G01650	118.354	113.555	98.4507	185.672	155.045	155.625	119.057	96.472	105.843	145.736	159.27	163.75	122.059	102.462	102.191	164.828	154.421	156.607
AT5G05570	4.86122	8.1615	9.63205	7.27048	8.23203	7.17778	7.52009	8.61609	8.54286	8.7709	7.81664	7.0373	8.24028	8.09282	8.86345	7.19538	7.15132	7.7098
AT3G09770	34.5391	26.0798	29.8193	30.7484	32.1448	34.3483	34.916	31.1768	28.408	27.488	32.3316	34.9683	37.8794	30.1453	25.5087	29.384	31.4308	37.0911
AT3G10210	14.7827	16.4156	18.6451	22.7133	20.9372	18.759	14.8217	17.0023	17.5121	16.087	22.2456	18.1913	15.4447	18.5548	15.6191	19.8279	19.2964	19.2825
AT5G06000	5.28869	2.77742	4.04507	5.66707	4.06868	3.39906	5.71112	3.64841	5.35639	4.60796	4.67964	5.41776	5.47259	2.93425	4.24053	4.45942	4.37999	3.81093
AT5G64620	42.1987	52.5681	94.1492	99.4703	99.0842	100.738	36.0437	43.8469	79.9963	79.2939	94.7447	99.2627	26.1412	48.3669	88.0832	90.2631	96.7327	85.1748
AT1G75280	80.9735	80.1892	70.5464	55.3287	50.1819	50.7664	72.6706	77.3616	66.3309	66.4666	43.7929	34.4569	73.2045	80.5537	71.1463	54.9824	50.1258	38.7132
AT4G25040	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G03010	0.522756	0.382595	0.674756	0.178043	0.271189	0.362618	0.612231	0.440869	0.439254	0.581098	0.564179	0.576677	0.325076	0.381075	0.66582	0.460119	0.315779	0.376656
AT4G01883	36.4156	34.5119	26.8515	24.7855	18.3525	16.5722	40.4355	32.1735	27.4746	30.1879	18.1245	15.8326	40.4227	31.4277	26.4486	21.257	18.6455	15.4783
AT3G56710	0.613753	1.53443	3.49244	2.95272	2.07101	2.44019	0.45465	1.85831	3.4459	2.82804	1.45089	1.65134	1.03246	2.44713	4.39143	1.63533	3.50667	1.6425
AT1G30610	11.0049	10.4431	11.6766	8.52702	7.85691	11.2849	11.7559	10.1954	10.8136	9.41464	7.96799	11.3287	9.75875	9.04462	10.8847	7.86221	8.29709	11.479
AT5G62660	0	0	0	0	0.115423	0	0	0	0	0	0	0	0	0	0	0	0	0
AT3G01516	0.685798	1.46856	1.50136	1.05305	1.98214	1.03811	0.463647	1.87787	1.62315	1.33328	0.895652	1.46526	0.329524	1.86922	1.41987	2.14274	2.7837	1.64642
AT3G01513	3.09234	3.26517	2.71112	2.85642	2.97707	1.73524	1.96806	1.71663	2.98146	3.68902	3.90513	2.55114	4.07806	3.22823	3.84078	3.15578	2.23184	3.06904
AT3G01510	11.9785	16.0109	17.614	11.0039	7.26119	6.10197	13.4399	14.845	14.6164	11.0248	7.60383	6.10799	11.6458	13.6968	17.712	8.24537	7.49314	7.1036
AT4G33890	16.3844	9.91837	13.7369	15.8719	19.3016	20.4693	11.9447	10.7264	15.2227	15.4569	19.3001	20.5103	12.467	11.7181	14.0647	19.1279	18.5973	18.6181
AT2G01860	7.51923	7.34476	7.50638	3.39202	11.1833	12.5909	6.26703	8.42012	5.99328	5.13743	9.3142	11.8742	5.10799	6.40304	6.09469	4.14123	10.0941	11.8394
AT1G74880	184.21	177.994	181.241	323.679	281.172	327.306	220.888	171.075	164.41	261.614	307.756	305.071	206.925	184.4	182.496	308.002	323.883	320.497
AT3G18420	28.3787	23.7818	32.0768	40.864	34.7599	33.7249	27.2222	24.5951	34.9738	44.7451	28.8248	32.2403	26.1766	19.9485	34.98	45.6531	32.6756	36.2095
AT1G06990	0.109213	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT3G14770	39.8825	10.6839	5.82881	17.2377	25.4956	29.4418	40.0471	13.1304	6.81337	16.0186	21.3348	39.4463	43.9365	11.191	6.41896	16.6577	22.9203	36.4145
AT4G12460	13.4234	13.3705	12.7802	12.9011	10.6831	13.227	14.6962	11.967	11.4017	10.5042	10.7492	11.7504	16.245	12.7557	12.183	13.061	11.8731	11.4001
AT3G13740	34.2945	32.6079	37.6961	41.8022	31.7239	43.751	39.7081	30.0136	36.5362	41.5689	33.2723	40.8346	32.9817	35.3222	36.4242	43.9904	29.2094	35.8816
AT1G75420	8.53785	9.39628	8.51952	10.2794	9.92043	10.1535	8.38754	9.01861	10.1499	9.78558	10.5458	11.5312	9.31184	10.5098	10.5618	10.2018	10.264	12.5545
AT1G70410	142.823	122.604	122.058	150.186	186.695	197.389	188.054	132.371	112.411	146.949	196.596	189.543	189.851	134.11	121.589	165.915	196.581	186.608
AT5G53140	74.0477	62.7321	73.0569	92.5397	79.3299	82.5919	78.3108	64.0438	74.0711	87.6747	82.3749	81.0922	80.7682	65.3818	78.2513	90.4431	81.0886	85.8283
AT4G13730	13.2384	16.8947	17.611	15.9573	19.0427	19.118	14.9016	16.4224	17.523	16.8918	18.1859	18.9775	15.4595	17.6164	16.4159	17.0322	20.2118	17.8831
AT4G20130	44.5009	42.679	52.5843	48.8106	47.4759	62.7755	55.1418	41.4331	46.2497	55.3009	50.6079	60.926	47.6054	38.4879	46.6197	46.0759	45.1987	56.8538
AT2G24310	1.78079	1.3099	1.21127	1.97781	1.30038	0.892313	1.11282	1.78131	0.849557	1.72672	0.824205	0.940537	1.61306	1.47758	1.20228	1.18992	1.76274	1.48504
AT5G61810	7.40006	18.3389	23.4407	15.9088	5.95241	4.32121	8.63677	18.5089	22.1698	14.1097	6.65667	5.96706	7.43518	15.9921	24.1586	17.2088	7.53449	4.20203
AT4G28440	82.4574	48.438	65.7154	87.7841	72.8928	76.6229	75.7437	50.5258	56.4661	78.506	71.92	76.8213	74.1744	50.618	65.1785	79.1261	71.4301	74.4109
AT4G30270	32.9481	26.6676	27.2512	15.7331	305.613	157.467	31.3205	34.069	32.5598	29.044	233.326	82.9979	30.0013	28.9368	24.529	21.553	286.697	144.822
AT2G33620	16.8205	19.9903	21.5553	32.09	18.9111	22.775	19.8601	18.4542	17.9077	24.4348	27.7262	23.0065	19.095	19.6415	22.5982	25.8546	22.8794	21.8929
AT2G38630	3.9611	8.00335	8.49271	7.29435	6.48822	6.53631	5.45395	8.17299	10.1055	7.74162	6.93131	6.50263	4.21922	7.68356	9.02658	6.02229	6.16139	6.81292
AT2G29590	14.6562	14.4869	13.6519	16.6756	15.1968	17.629	13.2681	12.9229	12.6243	15.3837	17.5974	15.5172	13.4977	13.5784	14.8272	15.6266	13.3978	17.423
AT5G11340	29.4695	23.1034	25.9675	37.4564	56.6299	54.3939	31.8973	25.2517	30.2105	38.9324	49.2803	55.9093	31.3478	25.5393	32.7722	42.398	45.0152	55.5552
AT2G31710	15.5824	19.2846	20.0544	24.5515	25.6813	21.7656	16.4704	18.7237	18.0592	19.5997	23.2887	22.5549	14.2451	20.1068	21.065	23.9452	23.5818	22.2085
AT2G36560	0.077397	0	0	0	0	0	0.0422347	0.0575678	0	0	0	0	0	0	0	0	0	0.0536763
AT5G15840	1.26296	1.03543	1.82199	3.46718	5.153	5.1574	1.60535	1.48529	0.922298	2.57143	4.60784	4.36933	0.710123	0.916839	2.33211	2.47856	4.25679	5.22581
AT1G36310	28.7911	18.7344	23.7379	25.5815	24.2163	24.9418	27.4343	19.237	23.2749	25.5831	23.2243	23.2831	23.8547	17.1677	24.0902	26.0846	22.2869	22.0818
AT3G02090	127.519	117.984	135.008	128.66	157.37	136.031	127.844	123.723	134.261	162.719	148.43	135.902	145.642	120.669	132.886	135.761	148.712	137.542
AT1G04200	10.1643	14.6172	14.05	14.5235	13.3435	12.8396	11.8414	14.9484	13.8095	14.2949	15.3102	13.9083	12.8293	13.6588	15.4576	12.5498	13.365	13.2251
AT2G26810	2.91728	5.15896	6.33048	8.56204	7.65599	7.83176	5.15646	5.22404	7.01712	7.1745	9.79998	7.95491	6.9954	7.80069	8.67941	8.22133	6.66756	9.28374
AT3G42940	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT2G44360	20.3359	29.5905	26.9015	33.6543	31.373	33.904	17.2689	30.2803	33.8085	25.6356	34.0692	31.3007	26.1959	28.1386	30.4338	30.5436	36.3499	30.8523
AT4G31630	0	0	0	0	0	0	0	0	0.0748869	0.0629198	0	0	0	0	0	0.076764	0	0.0559558
AT5G11690	21.1396	17.9683	17.4299	21.3656	19.379	24.9427	19.7539	17.2278	17.3151	19.1307	23.8414	24.6153	18.8298	15.9677	19.9458	25.8171	26.2307	24.9064
AT4G20790	0	0.0683339	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.148643	0
AT1G58430	0.220948	0.162357	0	0	0	0	0.0610855	0	0	0	0	0	0.109795	0	0.0659232	0	0.0893632	0.0795942
AT4G36945	2.36324	5.68538	8.36825	5.91189	9.11562	6.22615	3.40952	5.01192	7.61639	7.00785	9.35712	8.22053	4.5576	5.87721	7.70889	7.4108	11.4254	6.68504
AT5G57240	1.71342	2.94797	2.19452	1.67316	1.45952	2.8127	2.93825	4.70445	1.5572	1.7849	2.17119	3.18926	1.94556	2.66986	2.07512	1.50622	2.60728	2.89588
AT4G36940	9.24892	18.7786	20.9566	20.8571	18.3397	14.3882	9.90054	17.5832	19.0116	22.1791	17.545	13.6409	11.3633	16.2112	22.4406	17.7653	19.5603	15.2152
AT1G73140	0.829046	0.295485	0.40399	0.978223	0.331466	0.348253	0.506031	0.151846	0.391386	0.410435	0.39076	0.442965	0.204442	0.761731	0.550017	0.297587	0.162149	0.0728157
AT4G23440	4.25239	4.16004	4.79322	4.8915	5.14031	5.44718	4.60163	3.84813	5.00013	5.39012	5.76064	6.11121	4.11796	4.02241	5.08918	3.91776	5.26547	6.01908
AT2G40840	12.9368	76.4895	104.653	55.3058	26.486	16.2926	18.4384	79.4952	91.2983	64.4138	27.5219	16.4199	18.7596	77.6249	104.674	53.0811	27.4304	16.9221
AT3G07110	230.72	161.468	196.148	293.235	321.248	318.399	278.343	161.444	201.024	311.561	298.038	332.987	251.119	144.123	212.997	301.907	319.894	327.139
AT1G72810	30.4962	14.3613	15.3573	23.6432	13.9662	15.4269	23.7087	13.9753	13.9639	22.7719	14.1069	15.3028	24.0022	12.2795	14.3751	21.2773	12.7815	16.1861
AT5G23950	1.38915	1.66044	3.16576	1.53138	1.41517	2.03374	1.25723	1.58628	1.3076	1.54396	2.58841	2.09773	1.75053	0.770242	1.9873	2.17174	1.42993	2.01752
AT4G20860	46.1091	33.1514	34.9926	28.0602	34.7563	25.7326	28.6815	39.7706	38.1178	37.7233	28.8919	33.438	50.6984	38.9274	36.5781	31.5256	28.2383	28.7348
AT2G41460	7.27501	7.05743	8.00703	8.32191	7.9606	8.73498	8.95842	7.04425	7.58208	10.4245	8.35607	9.08121	9.41177	7.34974	7.59742	10.4015	8.79589	9.31023
AT1G63810	7.84122	5.24167	7.70521	6.96752	7.42648	8.83898	11.6604	6.26853	8.41038	12.1829	7.98285	10.3514	11.5539	6.11597	7.94462	7.85774	7.23275	8.95338
AT2G40590	87.008	97.0688	120.054	154.86	133.737	132.544	154.13	94.4105	119.614	145.186	140.894	158.24	126.827	97.7297	123.527	150.834	135.201	142.628
AT1G68790	13.8471	12.3635	14.027	11.6945	13.9416	14.4904	13.0053	11.8477	13.2633	14.7085	14.0693	14.6171	11.087	12.6109	13.0738	11.8004	13.1384	13.2836
AT1G68795	2.80826	3.80317	3.53558	4.50659	4.37426	4.36448	2.22384	5.23783	3.18692	6.43927	3.42487	4.00068	5.15732	4.4924	5.44787	4.70586	3.12044	2.40914
AT2G45590	16.0659	17.467	19.9521	19.4783	12.6784	13.5634	15.0761	19.5478	17.676	17.9847	14.5803	14.5906	13.605	18.7814	18.0786	19.9261	13.6403	13.638
AT2G39270	16.5185	12.8685	13.4415	23.6345	21.844	20.7538	17.0758	16.5552	15.4514	18.0123	21.0275	21.9823	22.7658	13.7932	16.8309	20.031	22.3716	23.7628
AT1G48830	165.887	133.493	134.386	191.351	178.759	183.213	216.132	137.889	151.357	193.95	173.51	189.689	200.326	126.741	151.313	188.42	176.508	163.561
AT4G09750	21.5022	16.7	14.3683	11.7193	6.62561	8.30849	27.7522	19.3571	11.5262	12.496	5.67069	8.75867	26.4918	18.9541	15.3089	10.3114	5.9673	9.24485
AT4G36360	50.3661	40.0663	37.6824	47.8181	31.0352	23.0252	50.4778	37.664	35.3925	53.0026	30.0437	28.4852	51.4477	35.99	38.4027	46.1179	29.0313	24.4306
AT2G19710	5.24259	4.31788	3.85801	4.01269	5.01848	4.50541	4.70881	4.57648	4.95674	4.93824	5.365	5.28099	4.64343	4.3756	4.16659	4.33411	4.62458	5.34138
AT2G37380	5.88626	7.0355	9.45352	11.1805	5.5583	5.72509	5.68587	6.72652	8.46165	10.7236	7.01729	6.0882	6.56329	7.30724	8.99902	8.94299	6.71383	7.81582
AT1G76240	17.5975	27.012	12.2625	8.729	12.9726	12.3702	13.9618	30.5115	12.001	6.59939	11.4457	14.3817	16.1217	32.8169	14.2985	6.71076	9.64864	13.8847
AT5G10560	17.495	26.3306	28.4414	22.4997	24.0925	22.6468	16.6438	26.4935	27.9019	24.1817	24.0614	26.8578	14.9021	25.7626	27.7307	21.4834	23.4236	23.7137
AT3G45700	1.81983	1.56329	2.76175	1.39079	4.01585	2.09305	2.60317	1.81147	2.8693	1.61219	3.74891	2.54017	2.53664	1.9835	1.88931	1.76618	2.7158	2.66686
AT3G08580	854.257	613.715	747.96	877.596	1130.9	1011.25	750.538	663.907	777.742	1022.52	1059	1088.78	803.887	628.194	802.84	948.457	1103.07	1051.7
AT4G33700	3.61468	11.8523	28.954	26.9983	17.0061	12.1707	6.44823	13.4364	30.9954	28.4279	15.7884	13.6215	7.02535	11.595	31.3198	29.0717	15.1573	11.6052
AT2G35710	1.52284	2.22876	3.33454	4.7295	3.94613	4.9316	2.39777	3.39521	3.05596	2.70409	6.74386	4.5103	2.1722	3.18541	2.62396	2.36708	4.77225	5.43902
AT5G17690	8.5516	7.15505	8.48695	10.6981	10.9887	12.8928	8.22617	7.73773	8.97346	9.38105	11.1254	13.3279	7.51812	7.97743	8.60118	8.72612	12.5586	13.3622
AT1G56270	0	0	0.259591	0	0	0.225079	0	0.961191	0.308902	0	0	0	0.314793	0.270901	0.195976	0.326951	0	0.232941
AT5G39470	0	0	0	0	0	0	0.201932	0	0	0	0	0	0	0	0.223681	0	0	0
AT1G67310	9.18591	12.2355	14.5353	10.5288	12.3079	12.2442	11.6051	12.1613	11.6978	11.1695	11.5797	13.3453	11.9548	11.8411	13.1674	9.36322	11.0798	10.9812
AT4G22790	2.10282	2.12915	3.06989	2.18304	2.78051	3.2135	1.03653	3.5583	2.19357	2.26483	2.11013	2.75065	1.46656	2.19701	2.20244	2.30691	2.91892	2.89788
AT1G32560	7.66841	5.54282	0.390573	3.32869	2.81573	0.501805	6.0844	4.53501	2.8799	4.79492	4.90309	2.60885	6.34646	1.87663	3.35622	1.89098	1.56132	0.505452
AT5G60770	0	0.0696559	0	0	0.0761248	0	0.0515835	0.210053	0.0901037	0	0	0.0839909	0	0	0	0	0.0745204	0
AT1G35030	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.227539	0	0
AT1G64660	27.2253	11.0651	6.84976	7.82115	5.21252	7.12807	32.1088	12.5441	8.66951	8.49136	3.89842	6.30462	26.7147	10.1663	5.97767	7.8477	5.13586	9.6166
AT1G35035	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT2G40330	1.2376	4.65613	7.14603	4.05112	14.8111	5.03691	0.342714	3.79151	5.28797	3.88948	12.9605	7.27307	1.82516	4.30362	7.08427	5.1903	10.2056	4.99194
AT4G03180	17.8299	12.4027	14.0476	18.3359	17.4846	16.1688	17.7916	11.7842	12.8517	16.1238	18.5203	18.1025	16.5277	12.117	14.7232	17.9195	15.5488	17.3501
AT2G48100	21.1784	21.6055	22.9542	35.507	32.8367	40.1309	27.6426	23.4781	21.3913	27.1752	37.4401	42.5038	30.0699	22.6064	23.4687	36.0938	37.6019	42.8902
AT3G07800	22.7089	19.6624	19.1657	21.59	16.2811	16.2655	26.8876	20.867	17.41	24.8837	18.3035	15.4953	21.6982	18.4125	17.7593	16.5483	18.7673	16.8584
AT4G02850	32.5944	23.3377	16.1773	22.1517	16.2722	18.5161	28.7593	22.2508	11.8958	22.3225	15.8595	21.6934	32.6163	22.6646	16.8247	21.8135	16.5964	15.1193
AT4G22420	0	0	0	0	0	0.223229	0	0	0	0	0	0	0	0	0	0	0	0
AT2G03040	0	0	0	0	0	0	0	0	0	0	0	0	0	0.35314	0	0	0	0.307548
AT1G16705	0.420774	0.599622	0.163099	1.30454	0.168672	0.284547	0.336098	0.60868	0.194729	0.330772	0.483931	0.181154	0.601204	0.683332	0.491194	0.408582	0.656502	0.589299
AT1G16700	32.089	49.4134	51.9421	58.9241	65.3366	55.9511	44.9726	46.8711	51.4028	55.8421	57.7896	51.395	47.5277	48.9032	53.0901	52.1919	57.4715	49.4155
AT1G69440	3.42212	1.58647	2.74347	4.10748	1.78278	2.50975	2.93552	1.93084	2.0948	4.4455	2.10928	2.75794	2.27954	1.95119	2.326	3.1743	2.73969	2.49861
AT1G62490	0.312649	0.458947	0.247565	0.42006	0.261974	0.427479	0.0858938	0.233269	0.150449	0.502832	0.121865	0.276305	0	0.258825	0.279121	0.459927	0.125704	0.227343
AT1G78940	1.2032	0.601463	0.878174	1.54677	1.53188	0.658608	0.92956	0.814977	1.3309	1.4322	1.38608	1.20363	0.95474	0.574522	1.0717	0.811027	1.09188	1.0736
AT2G01755	28.4043	16.7851	33.5748	38.3976	26.0955	26.9989	22.8157	21.5173	22.5237	28.0135	29.3929	27.832	15.5778	19.8039	28.0639	39.4011	27.6731	31.0106
AT3G21870	38.8073	21.3493	3.63453	19.2918	17.4754	29.5769	36.4052	16.1335	6.19659	14.8203	20.1638	26.5998	30.4959	17.3207	3.885	18.6354	19.0143	31.6035
AT1G11730	1.45495	1.41252	2.0296	2.50702	2.87288	2.37827	2.37469	1.70667	1.41393	2.70423	2.30715	3.48044	2.53747	1.71486	2.62303	3.93381	2.69561	2.76289
AT3G05400	3.49856	5.16644	6.00253	6.83699	3.08078	3.92688	4.62147	4.42441	5.6951	5.42605	2.4967	3.92674	2.86928	4.86209	4.70196	5.35709	2.58365	4.70567
AT1G31200	3.55167	4.51906	4.22161	9.20355	7.57333	6.01442	4.22464	2.85759	4.57169	5.85793	7.85302	7.56394	5.58258	6.92947	5.11523	6.2713	9.81317	6.86617
AT4G08400	1.30232	4.59693	3.86567	3.18228	5.64187	1.44785	1.34829	4.39242	2.4791	4.54161	4.53264	3.00466	1.40334	4.36304	4.4268	3.39596	5.28451	2.50977
AT4G03450	0	0	0	0	0	0	0.03421	0	0	0	0.0476156	0	0	0	0	0	0	0.0443893
AT4G08406	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT4G10040	45.5287	27.8058	19.7687	33.2423	40.8559	42.6632	46.2742	31.3003	17.4843	29.6522	40.6061	42.982	48.394	32.6945	20.143	25.8815	39.7993	43.5991
AT1G48500	1.70128	3.77424	3.69156	4.22404	4.39589	2.05416	0.872909	3.76606	2.99938	4.8297	6.17803	2.15108	1.23246	3.90764	4.22222	4.41538	5.99327	2.42972
AT1G71730	48.8588	26.4177	35.745	47.9799	60.3865	71.0336	40.2849	29.2442	37.761	41.0578	62.1429	66.9363	40.9371	28.4642	34.665	44.3706	63.0557	62.2551
AT5G53970	41.5584	20.9135	4.97913	11.1549	17.3108	35.6636	45.9269	20.2861	5.99528	12.4942	18.8519	28.9184	42.4558	18.8484	5.38105	9.73541	19.2086	33.2731
AT4G02580	74.711	99.8549	114.908	115.622	134.142	112.354	105.633	100.045	104.418	121.704	127.048	110.559	114.268	100.171	110.27	117.244	127.783	108.085
AT1G49450	3.15648	3.76075	2.23302	2.81203	0.594434	0.37792	4.91477	2.88157	2.70322	2.879	0.798888	0.582037	3.24798	3.1405	2.86954	1.84847	0.729337	0.12991
AT3G30220	0	0	0	0	0	0.327813	0	0	0	0	0	0	0	0	0.291475	0	0.375811	0
AT5G55480	26.2753	22.1391	22.2473	27.561	24.8583	22.1464	23.8744	21.6148	22.748	27.9779	23.1085	22.158	25.3963	20.1625	22.5024	26.3731	25.9786	20.5511
AT3G30222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT2G46270	29.9474	9.28381	6.39775	9.15129	3.79529	12.13	37.2473	10.1757	4.86334	7.65876	5.50483	12.0018	36.116	10.1646	6.5633	8.73173	3.83018	10.7238
AT5G16120	20.0143	22.8974	23.4234	24.6953	33.6639	36.8352	24.0624	25.754	24.3391	21.8107	31.9393	35.8443	20.9372	26.9811	20.9788	20.5532	30.0601	39.1869
AT1G45170	15.6327	13.91	16.9883	17.8605	21.0569	25.7815	18.0682	11.956	15.1978	17.8476	24.7437	27.4161	16.3435	11.92	14.053	18.6429	23.2853	22.6029
AT4G37700	4.77705	3.07129	10.7689	7.3259	8.06261	1.14427	4.92523	5.20905	8.19158	6.22184	5.96462	1.9246	4.18613	7.05858	6.73529	7.36336	2.65934	2.96101
AT2G02310	0.336378	0.245229	0.134199	0.147967	0.414713	0	0	0.37481	0.324622	0.53942	0.647249	0.590526	0.501714	0.838152	0.504289	0.162939	0.400746	0.361651
AT4G29273	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT4G29270	14.262	19.7109	30.6826	31.1164	35.4761	27.27	16.4534	21.0186	19.0289	25.9356	30.8307	21.5959	17.6537	25.8916	31.9401	29.0417	24.5972	19.631
AT1G30550	3.23893	2.94659	4.40523	3.69167	4.3292	2.87931	2.70192	1.64933	4.66553	4.00307	4.26392	4.24569	5.35215	3.62226	3.40146	3.49994	3.656	5.43736
AT1G65200	0	0.0519537	0	0.0605475	0	0.119264	0.0581916	0.0264311	0.0692395	0	0.0269796	0	0	0	0.0428419	0.0335473	0.0561508	0.0507197
AT2G05830	33.9395	42.7788	45.0044	51.6241	49.3839	57.7068	36.9578	39.5989	49.5564	56.1558	46.151	53.0346	35.8941	39.6131	44.1519	54.6574	44.9594	53.1817
AT1G34070	0	0	0.128487	0	0	0	0	0	0	0	0	0.141861	0	0.134683	0	0	0	0
AT1G10460	1.22772	1.01791	1.59276	1.14506	2.24918	1.81914	1.34081	1.25024	1.47151	2.29519	2.53874	1.35513	1.77791	1.55617	1.9179	1.40475	1.95749	0.979951
AT4G02320	0.0832087	0.120375	0.262212	0.0719879	0.263264	0.111578	0.0895317	0.182624	0.0784247	0.0645218	0.0624274	0	0	0.207284	0.196791	0.0794538	0.0642508	0.0576496
AT4G35700	0	0	0	0	0	0	0	0.104174	0.135458	0	0	0	0.275325	0.118867	0	0	0	0
AT4G02325	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT3G20475	0.266716	0.417016	0.56101	0.450456	0.463073	0.324937	0.619101	0.325944	0.465333	0.699595	0.499115	0.304598	0.348025	0.329551	0.947365	0.540394	0.479086	0.403951
AT3G20470	38.2517	21.6744	16.8105	24.133	23.6329	39.1952	22.0953	12.8847	16.8111	24.2338	22.8814	43.8641	19.9067	18.0503	16.0653	22.3413	26.3029	31.3099
AT2G43730	0	0	0	0	0.130357	0	0	0	0	0	0	0	0	0	0	0	0	0
AT3G28925	0	0	0	0	0	0	0	0.130311	0	0	0	0	0	0	0	0	0	0
AT5G03000	0	0	0	0.124373	0	0	0	0	0	0	0	0	0	0	0	0.137088	0.109678	0
AT5G52620	0	0	0	0.11576	0	0	0	0	0	0	0	0	0	0.113657	0	0	0	0
AT4G18340	5.64072	6.11005	5.32958	5.05257	13.8068	9.55242	4.4348	5.16953	5.3439	7.77618	12.0909	10.1369	4.3341	6.39904	5.37929	6.04935	10.3401	9.4896
AT3G27840	0	0	0	0	0	0	0	0.237306	0	0	0	0	0.310713	0	0.193064	0	0	0
AT5G16780	12.6443	13.582	14.2088	13.1993	17.2575	20.9303	15.6035	13.9586	12.9756	15.2247	20.0864	20.1404	14.947	13.9179	15.4051	12.299	16.635	21.9363
AT5G19570	23.7455	25.4675	25.729	35.4616	43.4369	47.2091	21.3266	27.894	32.0282	36.5313	44.5518	50.9279	21.4453	22.9493	30.9956	35.3743	49.2823	45.931
AT5G54750	27.0726	36.5882	43.711	45.9366	46.4973	41.3322	35.1306	39.7008	40.1494	44.7655	56.5228	40.073	38.0223	37.6901	40.9563	44.3797	46.1776	45.7233
AT3G18170	3.54507	4.19918	5.50019	4.64118	5.89289	4.71546	3.85432	3.89316	4.47401	5.45178	6.03266	5.34128	5.12174	5.68468	5.05808	7.82959	7.56786	5.43773
AT2G45770	27.9208	34.6009	42.8903	40.8964	38.1251	39.5219	36.5442	34.0179	33.5472	42.2399	36.1111	36.5879	28.9981	35.7209	37.5936	38.1425	34.9242	36.0649
AT1G46480	2.60298	3.81725	4.47494	6.67378	2.4601	1.68855	1.84994	4.40372	3.56672	3.99159	3.17607	0.990354	2.28422	6.21297	4.05194	3.80486	3.13888	2.64832
AT5G15470	10.0947	9.43894	10.5848	12.6476	11.7635	10.0849	9.79469	10.4134	11.4452	13.1341	12.5059	11.6485	10.3739	10.3079	11.5159	12.5603	11.1191	10.9574
AT4G38730	12.8372	9.6496	9.711	9.80018	8.58951	7.02503	14.1034	11.2299	5.83656	5.92633	6.85319	7.39257	13.7869	11.9874	6.91206	6.27053	8.36893	6.06426
