Gene	control.Rep1	control.Rep2	control.Rep3	control.Rep4	heat.Rep1	heat.Rep2	heat.Rep3	heat.Rep4	drought.Rep1	drought.Rep2	drought.Rep3	drought.Rep4
AT3G08860	-0.48839903	-1.3722591	-1.0497766	-1.0019827	0	0.48152304	0.65671206	0.41715097	-0.80219746	-0.54160976	-0.34948874	0.07253933
AT5G59340	-2.305757	-2.9640694	-2.3628192	-2.6675982	1.332964	1.4385757	1.7042437	1.6241703	-2.6286063	-2.6929646	-1.9631581	-2.0368862
AT1G72240	-0.53141594	-2.247994	-1.6501327	-1.1020036	0	0.06659126	0.9558115	0.79189205	0.61171055	0.088207245	0.92294693	0.39190292
AT1G68620	-2.601356	-2.794322	-2.6328664	-2.715775	0.31769943	0.3476534	0.7288523	0.22304535	-2.5694695	-2.9421864	-1.5774374	-2.944726
AT5G49120	-1.9626608	-2.3608193	-1.7014103	-1.9464393	-0.54969263	-0.58831596	-0.13908339	0.35169077	-0.74797344	-0.95768785	-1.5830789	-1.2442083
AT2G25460	-1.9927444	-2.9154067	-2.6579456	-2.0951657	0.08718777	0.02284813	2.2407045	1.1451511	-1.5459309	-1.8343072	0.79930973	-1.4042726
ATMG00630	-2.5060358	-2.425055	-2.532557	-2.4103613	0.3921528	0.2604332	0.08685303	0	-2.709425	-2.2420082	-2.5560813	-2.4577837
AT4G11280	0	-1.570447	-1.2041454	-0.62979126	2.7121725	1.9717932	2.541071	1.4513264	0.22981644	0.24481201	1.4670191	0.56534576
AT4G21323	-0.29445887	-0.48001385	-1.4626093	-0.34154272	0.12098169	0.1769886	-0.3004198	-1.0246744	-0.61810684	-1.1489563	-0.097803116	-1.1691618
AT2G26695	-1.5116601	-2.4288983	-2.4544349	-2.2948527	0.54913425	0.77770615	0.8502121	0.9196129	-0.8605161	-1.0366578	-1.0613608	-0.8632889
AT3G02140	-2.3388367	-2.3081136	-2.5045776	-2.3473196	1.5488982	1.3268723	1.5281062	1.412971	-1.764154	-1.7008419	0.009624958	-1.3962541
AT3G61190	-0.053105354	-2.465599	-1.8484273	-1.575036	1.0008402	1.0015526	2.8202314	0.9902878	-0.10908222	-1.0481739	1.3820105	0.14732933
AT1G33540	-3.6428657	-2.2213635	-1.9875593	-2.4900217	0.63296986	0.45341015	0	0.1743803	-2.074163	-3.0486665	-2.4695044	-2.5832896
AT1G77760	-1.8672457	-1.2598429	-1.2817392	-1.4372025	2.3767357	2.7179947	2.9232683	2.9656658	-2.1829329	-2.2297468	-2.3800497	-2.1524134
AT2G05050	-0.41865253	-1.4489269	-1.460721	-1.3259258	2.5898476	2.071886	2.6774359	1.2516327	-0.73715115	-1.2767258	0.48526764	-0.7861433
AT4G15480	-2.9042315	-2.7034373	-2.1408648	-2.057569	-0.11189604	0.05919075	0.36006165	0.8825526	-2.092599	-1.2920179	-1.8923306	-1.7765241
AT4G16590	-3.6706972	-3.1511316	-3.8968248	-0.33333588	-0.020819187	0.5871339	-0.5069251	0.8223758	-1.7661414	-3.117125	-2.854169	-2.3507538
AT1G66500	0.24068356	-2.3985872	-1.745326	-1.1287575	1.6909771	0.9160423	1.3748789	0.9893656	-0.4195323	-1.111968	-0.007404327	-0.6151719
AT3G07150	-0.9560733	-1.2790718	-0.68690777	-0.8494687	0.32700014	0.26337862	-0.6516342	-1.1236963	-0.44338703	0.97747135	-0.5226188	-0.535337
AT1G75390	-2.3473744	-2.326653	-2.7228937	-2.644239	0.520071	0.20427418	0.13512325	0.029436111	-2.2608705	-1.9264464	-1.9416709	-1.9115119
AT5G43660	-2.7533631	-1.8076425	-3.0593944	-1.3217807	0.7737732	0.51016045	0.47000885	0	-3.1376681	-3.4270291	-2.3968625	-2.5699525
AT2G46940	-2.6402812	-2.8984451	-2.3375697	-0.5438962	0.13838196	0.14296246	0.979115	0.13660622	-1.7150111	-1.715395	-1.4994245	-1.3003635
AT2G07777	-2.2690487	-2.7640543	-2.6060638	-2.2872295	0.5399351	0.45620537	0.36038494	0.37961388	-3.2417283	-2.6040154	-2.8125072	-2.7552729
AT1G73690	-1.4504671	-2.5713224	-2.142912	-2.4776292	1.9783406	0.48447704	0.27646017	0.42245865	-2.5059628	-1.7600188	-1.7772412	-2.2814093
AT4G14819	-2.1628418	-2.3963275	-3.6514363	-1.7827501	0.29460812	0.18785906	0.09482384	0	-1.1371579	-2.2876673	-2.7279391	-2.4182696
AT2G44080	-1.754776	-2.3167582	-1.7211466	-1.8721313	-0.008200645	0.06581974	0.61779976	0.8965149	-0.2442522	-0.3756008	-0.025724411	0.012299538
AT5G64870	-1.311615	-1.4777002	-1.4785252	-1.2031193	1.7533407	1.1593494	1.7597809	1.2616968	-1.3417406	-1.7096167	-0.56292915	-1.2431631
AT4G29780	-0.48636532	-2.8898416	-1.6556568	-1.180707	2.1834564	1.3223581	2.9056425	0.79543114	0.24803543	-1.6188402	2.1299562	-0.50067806
AT2G30760	-1.5278306	-2.086103	-2.4866185	-1.8625417	-0.0785656	0.35276318	0	0.51193905	-1.7033076	-1.5549388	-1.4902658	-0.73420763
AT5G04150	-2.0127325	-1.7914228	-1.6934242	-1.083662	0.04334259	0.5083065	0.16804409	0	-1.4711514	-2.472682	-2.1324081	-2.0779018
AT1G16370	-2.3059216	-2.5242076	-2.1531062	-2.6628547	0.56985474	0.23030949	1.2349854	2.1391745	-2.304616	-2.6898112	-1.4179206	-0.18378401
AT5G67450	-1.8313842	-2.191297	-2.3162842	-0.873127	1.5650244	1.5477037	1.5994568	1.0968561	-0.34629393	-0.07108641	0.56761074	0.037708282
AT3G47420	-1.6757636	-2.8117313	-2.768364	-2.6587358	0	-0.22750473	-0.34257698	-1.0258303	-2.7125697	-2.178506	-2.58537	-2.2866411
AT5G64450	-0.6802597	-2.3517947	-1.4787097	-0.98294497	1.8413372	1.686274	2.071272	1.4691892	-0.45926428	-0.8606076	-0.20513058	-0.7567382
ATMG00070	-2.4380426	-2.537117	-2.3349257	-2.4749746	0.32166767	0.21750164	0.31496143	0.32332706	-2.806553	-2.4527025	-2.4298124	-2.1509762
AT1G79360	-1.2784586	-2.2616143	-0.8730259	-1.2123594	0.28750563	0	0.8963094	0.7256074	-0.5336118	-1.0732975	-0.37273932	-0.47517443
AT3G06220	-1.8987312	-2.2212381	-1.9050221	-2.0694675	0.07100439	0.21370792	0.34539127	0.33978653	-1.6548557	-2.3982782	2.210487	-1.269342
AT1G67360	-0.8200979	-1.013711	-0.8989954	-0.93167686	-0.28565216	-0.6349678	-1.0359259	-1.1535501	0.1852169	-0.11914635	-0.0808115	-0.084584236
AT1G72210	-1.4102044	-1.2743816	-1.2810493	-1.4053416	1.0043936	0.7958994	1.4597797	1.4756575	-1.3065348	-1.2401557	-0.92563534	-0.5679674
AT4G35655	-2.7797904	-1.7701411	-2.336701	-1.6602721	2.0137486	1.2851381	2.7708845	3.2404213	-3.1343827	-2.4300904	-0.43729115	0.1593728
AT1G54050	-0.0747776	0.17555714	-0.005607605	-0.11467743	0	-0.35885906	-0.57248116	-0.70337677	-0.29674053	-0.5742531	-0.21319485	-0.21138573
AT5G18340	-1.2886395	-0.69116735	-1.3257709	-1.3038378	0.9624438	0.54615355	0.027017593	-0.4454112	-0.7769437	-0.44571352	-0.30368805	-0.56337595
AT1G34060	-0.010537624	-2.7800522	-3.2882805	-3.149084	0.43700695	0.29140043	0.6058426	0	-3.3560858	-2.9453073	-2.7006483	-3.5720096
AT5G40382	-2.1806273	-1.2171359	-2.506966	-0.9626241	0.19860792	0.2178092	0.048667908	0.08942127	-2.5223145	-2.660276	-0.65654516	-2.0780406
AT5G57550	-2.5596905	-2.7397847	-3.4095097	-1.9925027	-1.051734	-1.0650091	-1.3832731	-1.3997335	-0.002598763	0.65436554	1.052495	1.3826494
AT5G66740	-0.9783416	-0.842927	-0.7792301	-1.0109482	1.7696915	1.6844101	2.2669191	3.0349483	-1.3859544	-1.4084039	-1.0200944	-0.74704504
AT2G22770	-2.8506355	-2.5289621	-2.718039	-2.7031455	0.24606895	0.015199661	-0.10575962	0.033949852	-2.89577	-3.042129	-2.7820983	-2.0680494
AT3G21320	-1.6995707	-0.6473732	-1.9582262	-0.46022987	2.4773326	2.101728	2.6139555	2.6266017	-0.8047447	-2.0939398	-1.3144388	-1.6420851
AT3G59440	-0.9949398	-1.4433966	-1.1835556	-0.88087654	2.0779867	1.6463041	1.8607483	1.5624361	-0.12695599	-0.15058517	0.5478029	0.356328
AT3G23630	-2.7734637	-1.826036	-1.0408959	-1.5072465	-0.33980036	-0.20289898	0.31302214	0.066895485	-2.367144	-2.0177102	-2.4214683	-1.7326345
AT1G51380	-2.4966192	-2.1420226	-1.8801603	-2.1505852	0.15697765	0.11498833	0	0.1601572	-2.3132806	-2.5040026	-2.1019335	-2.213419
AT3G10815	-1.9936242	-1.5836711	-2.7809052	-1.5361052	0.9472852	0.45941305	1.7319298	1.2334313	-2.1013503	-2.163875	0.8478942	-1.3597732
AT1G77880	-2.8976088	-2.1674767	-2.4425783	-0.9554677	0.457798	0.6018276	0.6955471	0.70878506	-3.574257	-2.7745695	-2.6397848	-1.4281254
AT2G43290	-1.0337019	-1.4807501	-0.8812561	-0.8352194	1.7588797	1.4400539	1.7430735	1.7785292	0	-0.23117638	0.54571056	0.5982437
AT1G51460	-2.681604	-1.7808175	-3.0229945	-1.4339471	0.5515866	0.9759102	0.40440416	0.09268522	-3.0191903	-3.1527581	-2.3410726	-2.331802
AT4G35985	-1.8753743	-2.0348797	-1.8533874	-1.7871623	0.95135593	0.70327187	1.3158617	1.607522	-1.3186994	-1.4174881	-0.6966982	-0.6597271
AT5G27940	-1.5396614	-2.4264407	-1.7210741	-2.2835379	0.5717993	0.65432024	1.1563563	1.3345594	-1.4203248	-1.0243926	-1.3807054	-1.1447492
AT1G09070	-0.837141983	-1.4242109	-1.412770567	-1.123234133	1.887225467	1.593097667	2.009314233	1.981882733	-1.194558467	-1.2136402	-0.257493973	-0.455891293
AT5G05270	-2.4835677	-1.9885163	-1.7803159	-1.9910212	0	0.28677177	-0.07123852	0.004900932	-2.4650683	-2.0548186	-1.875031	-1.6464081
AT2G07779	-2.183619	-2.5409307	-2.3071032	-2.258606	0.99532795	0.7356777	0.57283974	0.6283283	-2.7538137	-2.5232134	-2.4435596	-2.1791668
AT5G07500	-2.6662688	-2.4419236	-2.6265807	-1.4782128	0.43989563	0.13845015	0.6029453	0.5634775	-1.942657	-3.3671546	-2.6091676	-3.2894235
AT1G03660	-2.1728659	-0.7498994	-1.6628919	-1.2029958	1.2070799	1.1903157	1.6944227	1.6050649	-1.2092962	-1.43506	-1.2894974	-1.5301824
AT3G55840	-1.2756338	-1.911664	-1.5267749	-1.4390655	1.0023603	1.2078524	2.3818474	1.9757853	-0.06359577	0.12302685	1.1874542	0.8210659
AT1G48000	0.018026352	-2.2948523	-1.9345293	-1.2324214	-0.21642208	-0.28033733	-0.34364653	-0.30860567	0	-0.2562914	-0.27840042	-0.13075447
AT4G20690	-2.579496	-2.4643989	-2.2058444	-2.3941422	0.10434437	0	0.13326931	0.2818575	-2.7438288	-2.6125998	-1.8629131	-2.1759486
AT5G47220	-2.1276722	-2.6427202	-2.5868912	-1.9260368	0.23216152	0.23427773	0.41176414	0.27862835	-0.4776535	-0.5307436	0.007276535	-0.54410267
AT1G04180	-0.08369017	-2.1534085	-1.5275521	-1.9273796	1.9875607	1.7096395	1.8933268	1.3497825	-3.1049986	-3.558134	-2.7276678	-2.8423147
AT5G09800	-1.4248004	-1.638793	-1.2516704	-0.7333107	2.0574179	1.7155714	1.8685656	0.9984064	-0.73981047	-1.3245888	-0.7900677	-1.0415587
AT3G21330	-2.3112936	-2.2456994	-0.6201496	-1.847794	1.9192448	1.5584121	1.8905096	2.4588766	-1.4615412	-3.602817	-1.4209709	-0.7568126
AT5G39610	-1.774106	-3.245503	-3.153276	-2.3525085	-0.71107864	-0.4854498	-0.156106	0.21574688	-1.2751226	-1.3438053	-0.96949863	-0.89274836
AT2G36640	0.23330879	-2.1478004	-3.3916936	-2.07231	0.30926323	-0.3686366	0	0.13426256	-1.9400954	-1.8826699	1.9473085	-1.7769914
AT3G51910	-1.0048971	-0.9040723	-0.605494	-0.5479984	-0.20103359	-0.09397125	-0.030018806	-0.1375351	-0.45974922	-1.1065884	-0.4631858	-0.021143913
AT1G30070	-0.90037537	-0.6973877	-0.38517666	-0.38669014	0.28038597	0.26991558	0.19755077	0	-0.5317974	-0.75271416	-0.23855782	-0.28971958
AT3G62430	-2.245376	-3.1499462	-1.9572611	-2.2969828	0.6870208	0.23148489	0	0.002681255	-2.7509794	-2.0249443	-1.8091459	-2.1155195
AT1G69430	-1.0280914	-1.1424489	-1.2003155	-0.31973553	1.7564521	1.2558994	1.8728471	1.843308	-0.061680317	-0.92741776	-0.6835041	-0.74513483
AT2G14900	-2.4478502	-2.4669075	-1.8229446	-2.1838284	0.14678192	0	0.4739418	0.6648903	-1.375536	-1.9770308	-1.5280437	-1.15557
AT1G08080	-1.9527531	-2.5866609	-1.5155888	-1.834928	0.6231146	0.19273043	0.2330389	0.14850521	0.014134884	-0.05969286	-0.62230253	-1.0991607
AT1G63030	-1.5077481	-3.3600254	-3.8507743	-3.1058416	-3.2338037	0.9444876	2.3728142	2.518443	-4.600333	-4.728608	1.1167045	2.1756573
AT1G64780	-1.8590736	-2.4859867	-2.3666797	-2.385923	0.5234442	0.42347813	0.057930946	0.024212837	-1.6953487	-1.6485052	-1.9294233	-2.0988297
AT5G40800	-1.1977968	-2.1217399	-1.0994406	-1.389874	0.20033932	0.10505104	0.3978672	0	-0.8140602	-0.3885007	-0.9025235	-0.9900594
ATMG00160	-2.544314	-2.865024	-2.2456598	-2.2967215	0.55704784	0.2150507	0.10427284	0.37453747	-2.8900247	-2.7626972	-2.2545571	-2.3256726
AT3G15357	-1.9750948	-1.4342046	-1.235086	-1.5475602	0	0.17657375	0.16927147	0.5205898	-1.7227879	-2.1917048	-1.7051415	-1.7195559
AT1G02390	-0.6871481	-1.5710287	-1.1542668	-0.9304428	1.0226507	0.48829842	0.82975674	0.34511662	0	-0.1888752	0.50292015	0.061177254
AT1G72940	-0.3756008	-1.1088257	-1.2183809	-0.8818464	2.0956783	1.6054945	1.9049501	0.6962919	-0.7108078	-0.9418478	0.24786663	-0.3838873
AT3G17790	-1.6308336	-1.9925585	-2.0142174	-1.4847488	-0.23225212	-0.07551193	0.011527061	-0.5681019	-0.4579258	-0.7496166	-1.0923929	-1.0026522
AT5G64310	-0.8724098	-0.9500742	-0.99633026	-0.7820425	1.768465	1.2430725	2.2666588	1.4732313	-1.3474321	-0.7903738	0.19117165	-0.2524662
AT5G24090	-1.3576608	-0.44002485	-1.0488992	-0.28004408	-0.6608834	0	0.944891	0.001678944	-0.9334254	-2.0179772	0.50981665	-0.72183657
AT3G25290	-2.4404697	-2.6571975	-1.9487829	-2.0520592	0.07759476	0.083078384	0.30636215	0.21747684	-1.3487768	-1.6405983	-1.1471376	-1.2634954
AT5G61600	0.07957077	-1.8870583	-1.1265011	-0.3577242	2.2391481	1.4580688	1.8400574	0.7569103	0.38715267	-0.45611954	1.2095146	0.41087723
AT3G22840	-0.6188059	-0.9618759	-0.6659312	-0.62170935	0.098015785	-0.29578972	-0.18956375	-0.34023905	-0.06597805	-0.2231741	-0.40232038	-0.51209784
AT3G57880	-2.134365	-2.0461512	-2.155408	-2.1724987	0.113601685	0.003472328	0.022667885	0.12540722	-1.8383446	-1.8555183	-1.7652569	-1.512763
ATMG00040	-2.3176227	-2.480413	-2.4801826	-2.17167	0.1923418	0.25317764	0.34492207	0.27379704	-2.9045625	-2.425881	-2.4117355	-2.226328
AT4G01985	-2.4431324	-1.417469	-2.0185156	-2.3295379	0.1364317	-0.8993182	-0.52441406	0	0.23450136	0.09380531	0.30112934	0.6450629
AT5G01100	-1.699791	-2.0852098	-2.0655184	-1.2500544	1.143569	0.8801775	2.0767918	1.6007757	-0.29781532	-1.1019244	0	-0.010955811
AT4G25433	-0.49749613	-1.6155806	-1.2663679	-1.9249387	0.2736621	0	0.93233013	1.6114554	-1.1605878	-1.582428	-0.57927084	-0.96784925
AT1G77520	-1.17174	-1.5258303	-1.9556241	-1.8071213	0.1520462	0	0.12070894	0.46709538	-0.9877262	-1.0012994	-1.2184191	-0.9582405
AT4G38560	-1.2892666	-1.9337673	-2.1865864	-1.2033143	0	0.1307087	0.7728672	0.9425974	-0.4837885	-0.81968737	-0.23181248	-0.9090524
AT5G43620	0.32719326	-2.0509582	-2.2139816	-1.9038177	1.3755813	1.2731423	1.4287386	1.1199102	-0.55148983	-1.3084846	-0.87981653	-1.5337048
AT4G30460	-1.4045424	-2.507146	-2.6137137	-1.2986159	0.24063015	0.04942894	0.16489077	0.39707565	-1.0437465	-0.6886997	-0.1461525	0
AT3G03910	-1.8549199	-2.2609591	-2.0939965	-2.684331	0.6950364	0.7003875	0.6419754	0.57653666	-1.3764195	-1.2930446	-2.3108296	-0.99341726
AT3G19030	-0.94341373	-1.1540394	-1.0497789	-0.84969616	1.9964437	1.9416943	1.7597713	0.9438944	-0.7550173	-1.6872425	-0.5918484	-1.0589905
AT2G39570	-2.3256207	-2.2195501	-1.9907637	-1.9737349	0.59686184	0.5478811	0.6368208	0.4787445	-2.1187458	-2.2229319	-1.9624777	-1.7759409
AT2G14247	-2.3016472	-2.0197363	-2.507824	-1.598032	0.07863426	0.70887375	0.19422626	0.43243408	-2.9748821	-3.5101385	-3.9752069	-3.0248203
AT3G17690	-1.8671103	-1.9951515	-2.5679836	-1.8228397	1.0580301	0.432055	1.2307434	0.47596264	-1.6376514	-0.6566057	-1.6210756	-1.4827795
AT1G01810	-1.4808016	-1.9056945	-1.6653452	-1.8174224	0.31584978	0.094285965	0.13819647	0.49653244	-1.0037546	-1.6284332	-1.2485614	-1.2359128
AT5G57790	-1.5456672	-1.6138783	-2.0209994	-2.1523547	0.654871	0.43034935	0.2644472	0.08982563	-1.340981	-0.13156605	-1.3876433	-1.343349
ATMG01020	-2.4735212	-2.461505	-2.3664393	-2.2642264	0.15506268	0.30113792	0.23940468	0.1217289	-2.8105302	-2.43544	-2.0695333	-2.0832448
AT2G33070	-1.9468632	-1.8736086	-1.8447275	-1.904603	0.29676914	0	0.155056	0.17518711	-1.504611	-1.4662504	-1.728735	-1.4002419
AT4G24570	-0.11183739	-2.280468	-1.3113976	-0.8987303	2.4354124	2.0082712	2.6186476	1.3897743	0.2882719	-0.5128746	1.3917665	0.71091175
AT3G16050	-0.8194895	-0.9682503	-0.8901367	-0.8066616	-0.21504688	-0.53337574	-1.0234232	-1.4148874	-0.25296783	-0.46843338	0.056890488	0.11850071
AT3G59880	-1.9343119	-2.0721374	-1.9064245	-1.2543879	0.3659935	0.26823235	0.6857729	1.3780537	-1.206027	-1.4795065	-0.6455717	-0.36439514
AT3G55900	-1.1889672	-0.2727418	-1.4671006	0	0.43833447	0.3271799	0.367414	-0.6990018	-1.4840636	-1.5989404	-0.81330395	-0.94956446
AT5G08150	-0.95850706	-1.7991991	-1.3548765	-0.6572175	2.046825	1.458837	2.0763183	2.2347198	0.23825121	0.6540675	1.5353332	1.4768758
AT1G07350	-0.7068758	-0.746439	-0.80532646	-0.5262003	0.6326666	0.322114	-0.35819244	-0.9273052	-0.13138103	-0.2767849	-0.11882019	0.22074413
AT2G01610	-2.819097	-2.1542468	-2.061067	-2.9247327	0.41557407	0.37064648	0.64717007	0.38558006	-1.7030339	-1.5389261	-1.7437301	-1.669601
AT2G46990	-1.1845818	-1.8594098	-2.0182433	-1.6921201	0.7214327	0.5191698	1.1218314	0.5330486	-1.2871308	-0.8514757	-2.142167	-1.6643829
AT3G14370	-1.3908968	-1.9114833	-0.74339056	-1.6156917	0.75136375	0.878283	1.0184622	0	-0.931499	-1.424078	-1.4134469	-0.6379156
AT5G17860	-1.975637	-2.1053905	-1.6730847	-1.7871819	0	0.14754868	0.6786728	0.85801125	-1.7257996	-1.5818295	-1.8616357	-1.5866151
AT4G26220	-1.3741002	-1.3480067	-1.1281247	-1.5414557	0.6080556	0.3622017	0.018482208	0	-1.455636	-1.2849002	-0.94280577	-1.0051599
AT1G11100	-2.3938928	-1.6175828	-1.6760526	-1.480845	0.9105506	0.819118	0.39552736	0	-1.3233972	-2.6162448	-2.2893996	-1.9533043
AT1G30135	-1.8236036	-2.884829	-2.558803	-3.092894	0	0.6296139	3.1423316	1.6342807	-1.7652831	-2.8584542	1.145504	0.48053217
AT1G15870	-2.322997	-2.074759	-2.0201426	-2.3543282	0	0.22994995	0.24791908	0.45534897	-2.9002528	-2.7943153	-2.819847	-2.363686
AT5G46295	-0.22599554	-0.87439394	-1.281939	-1.0041113	1.7618551	2.4833016	1.9074225	0.102939606	-0.56804466	0	0.20623016	0.11018658
AT5G44306	-2.9522157	-2.0432277	-3.2627292	-1.7312245	0.065422535	0.43946266	0.05769205	0.14055204	-3.2966723	-1.093328	-2.6469665	-2.9162612
AT1G31040	-1.3049479	-1.4526596	-0.7285991	-1.0953054	0.79574203	0.9470506	1.2037549	1.0140052	-0.81538105	-0.8354225	-0.034394264	-0.23861217
AT1G70130	-2.5507193	-1.5721116	-2.7953959	-0.77100754	2.208209	0.77472734	2.0839057	2.0439095	-2.8693962	-3.1684418	-2.184864	-2.4043941
AT5G37990	-0.5846691	0.40306664	-0.9493027	0.5082817	-0.6650753	-1.4621925	3.3689947	-0.11393547	-1.0041742	-1.1360769	-0.3027296	5.0294776
ATMG00110	-2.3901453	-2.4155211	-2.048726	-2.3652434	0.5321636	0.40495205	0.6204977	0.88590145	-2.3651404	-2.6428242	-2.4757648	-2.213811
AT2G39650	-0.119745255	-1.3027782	-0.79865265	-0.56498384	1.6689291	1.2655783	1.7302952	0.48192883	-0.13636875	-0.73578644	0.5029774	-0.40374708
AT5G11100	-2.3965592	-2.2774386	-1.8569517	-2.4781213	0.28783798	0	0.05387497	0.23573303	-2.1827164	-2.2716932	-2.0040598	-2.560792
AT2G25090	-1.1723676	-0.27123785	-1.4832034	0	0.76284885	0.61783504	0.39636326	-0.7275057	-1.4930539	-1.6041274	-0.7458062	-0.93645716
AT1G61930	-1.1838803	-1.6206656	-1.2463365	-2.196413	0.4002862	0.40393686	0.5152216	0.04745388	-0.70481443	-1.3953524	-1.4024677	-1.1526756
AT4G02380	-1.2350807	-1.8083286	-2.2578473	-1.5427856	0.9654751	1.2394094	1.7358875	1.4581299	-0.8110657	-1.1167536	-0.7735653	-0.98515606
AT2G35950	-1.9619513	-2.9446669	-1.8036952	-0.6889591	0.374835	0.26364326	0.16240692	0	-1.4779005	-1.7641454	-1.6545024	-1.6788554
AT3G19184	-2.9938416	-0.88137054	-1.0887113	-1.746779	0.13812733	0	0.5136113	0.62745285	-0.7254524	-1.0611954	-0.9595003	-1.7988434
AT1G22220	-0.97975063	-0.09634781	-1.3273954	0.16637564	1.6554303	1.4074817	2.450183	-0.73839855	-0.89903736	-0.32043743	-0.73674774	-0.38437366
AT4G13395	-0.5971122	-1.1959205	-0.4762683	-0.98710775	2.3870988	1.2791452	2.1572666	1.1427569	-1.2935271	-2.092133	0.32338858	-0.22840643
AT1G56600	0	-1.0618153	-1.0117464	-0.7033863	0.4224682	0.47847557	0.35070515	-0.2036705	0.32497787	-0.2949896	-0.5037565	-0.8274584
AT5G67110	-2.2557688	-1.9862618	-2.1422815	-1.4475937	0.37923717	0	0.26832867	0.27704525	-2.4149075	-2.2367578	-1.3905063	-2.0319371
AT5G48510	-2.5475593	-1.6752868	-2.673472	-1.3599639	0.38006735	0.12867212	-0.22519684	0.7182183	-1.0959802	-0.7101455	-0.8824687	-0.8208103
AT1G79900	-1.1496143	-1.7722497	-1.922368	-2.3071065	0	-0.014461994	0.26363564	0.15901327	0.10512018	-1.3610764	-1.2230511	-0.5224118
AT3G57450	-0.94064045	-1.7861557	-1.3476257	-0.9750843	1.0522118	0.6448002	1.5014181	1.1515942	-0.01245594	-0.60133743	0.92750835	0.17922306
AT1G58420	-1.0394549	-2.6705108	-2.1725159	-1.5145664	0.7642517	0.6412287	1.9895859	1.329978	-1.3891273	-1.8936753	0.2242794	0.4997692
AT2G32130	-1.2675343	-3.0192738	-2.27568	-1.5266151	0.22951984	-0.07110357	1.0179663	0.0378623	-1.602417	-1.4282117	-0.32927513	-1.1710429
AT1G73066	-0.12134695	-1.3488312	-0.68251324	-1.3175564	0.09386349	-0.6755395	-0.1238122	0.33552933	0.44758654	-0.40488815	-0.5572138	-0.3550129
AT4G33020	-1.170887	-0.24671364	-1.4783154	0.02184105	-0.3023634	0.61380863	0.29304504	-0.8374691	-1.5595894	-0.8707962	-0.8747692	-0.983757
AT1G44740	-2.1274772	-1.7954497	-1.5912938	-2.246933	0.14881563	0.162498	0.16032696	0.12446928	-2.4748259	-2.3846688	-1.7800622	-1.8045306
AT1G47395	-1.8422556	-1.8289881	-1.9222345	-1.6526833	0	0.5144186	0.48827267	0.36797333	-1.6326714	-2.180235	-1.9831963	-1.7280273
AT5G62040	-1.0400152	-2.0422316	-2.2033272	-1.9314933	-0.92755747	-0.83111715	-1.1613879	-0.41447163	0.3053732	0.414464	0.19983959	0.25515938
AT4G36950	-1.7205286	-2.3482118	-2.2650928	-2.9097724	-0.1471405	-0.056446075	1.3449302	0.46046638	-2.0081797	-2.3925018	-0.5633707	0.3913622
AT1G36060	-2.1968155	-1.9652019	-2.1020117	-1.7723718	1.2112327	1.1657605	1.0317416	1.6057248	-2.2547035	-1.7687197	-1.1696639	-1.637433
AT1G73040	-1.6079559	-1.8947935	-2.000843	-1.6402082	0.092508316	0.07200432	0.09063625	0.25592804	-0.5939541	-0.7281599	-0.65813446	-0.7268152
AT3G22275	-1.9910064	-1.0770917	-2.3168569	-0.89521074	0.931108	0.22176218	0.8601589	0.70733166	-2.4188733	-2.6530328	-1.7777123	-1.9578843
AT2G07675	-2.178318	-2.422307	-2.3045025	-1.9533834	0.24879265	0.2394886	0.2859745	0.2681408	-2.3709126	-2.283307	-2.0327168	-2.120555
AT5G18065	-0.9890189	-1.4122324	-1.0595164	-1.2822113	0.77022266	0.34044218	0	-0.36836004	-1.9548054	-0.40665674	-1.7461653	-2.2568893
AT3G18610	-1.9573712	-2.3522477	-1.899776	-2.031674	0	0.0990448	0.1397829	0.38044453	-2.003528	-2.0917697	-1.9016919	-2.1292434
AT1G64360	-1.1160765	-1.7936783	-2.0190086	-1.524621	0.12569714	0.4141035	0.68510914	0.80018806	-0.7525635	-0.9161396	-0.43985462	-0.59056664
AT1G03470	-2.3420153	-2.1600237	-1.8577299	-2.1498947	0.36462688	0.28694248	0.20545006	0.069872856	-1.8078089	-1.9030113	-1.6204128	-1.612071
AT1G52690	-2.617147	-2.6858287	-1.892158	-0.5807452	-0.99996567	-1.2772918	-0.7175684	-0.5430708	0	0.16109514	0.23868513	0.10556126
AT2G07718	-2.2113657	-2.5549726	-2.3315754	-2.2471838	0.073363304	0.062129974	0.3587017	0.32044315	-2.0252523	-2.2583885	-1.9205227	-2.075656
AT1G29640	-1.5495076	-1.1047797	-1.5769029	-0.8056798	-0.044846058	0	-0.17071867	-0.70622015	0.17971897	0.18052578	-1.5621762	-1.8509765
AT1G51620	-2.126184	-2.3456788	-1.8700204	-1.2036285	0.09098387	0.20937061	1.2494845	0.9095464	-0.79302216	-0.69656706	-0.24155092	0
AT3G14590	-1.0233369	-1.5179658	-1.0403409	-1.4280806	0.7321067	0.58983755	1.4699283	1.432179	-0.83784676	-0.6051626	-0.6572423	-0.30116272
AT1G65500	-0.49057388	-2.261827	-2.642508	-1.8358831	0.73971844	0.66590786	0.91269684	1.5233612	-1.2834687	-1.6070285	-1.011107	-0.8321285
