,heat,drought
AT1G75388,-0.115792477716245,0.861529781351161
AT5G62520,-0.62474436045984,0.430566197968103
AT5G64510,-0.167611319423731,0.571701028195205
AT3G02840,-1.67628533727553,0.576905608976098
AT4G29270,-0.232162789526697,1.04077409429029
AT1G06080,-0.0977482033927026,1.12206868050883
AT1G32560,-0.833537915261779,0.166915991889393
AT2G27660,-0.333464865032942,0.197186081485195
AT1G76650,-1.09801518978172,0.241729264436532
AT5G51990,-2.17199846934391,0.445172970581198
AT2G41010,-1.17507110504473,0.630388305467989
AT3G48240,-0.350601786784575,1.00777891010604
AT3G24500,0.633824118301444,0.300164580222047
AT4G01390,-0.176745094660912,0.58897310200411
AT3G21150,-0.507917590138427,0.823079635110013
AT5G54165,0.841894453348804,0.283262758308716
AT1G80130,-0.107515361363782,0.415900218255059
AT1G27670,-0.630223345762869,0.845674910844113
AT3G48580,-0.173349639281695,1.17092575660149
AT1G17020,-0.204757132682527,0.687996056002383
AT2G18196,-0.107861204873661,0.370578610391355
AT1G03070,-0.110783762739795,0.714423468663255
AT5G59330,0.0516873022244033,0.036090985555424
AT1G02850,0.024178541649622,0.362943538319097
AT1G67856,-0.137463536295575,0.4366676864508
AT2G44840,-0.550457058892958,0.164311890485492
AT2G34600,-0.150217554593115,-0.139602870214557
AT4G35190,-1.10742756363566,2.29910288862223
AT1G33760,-1.24874260155843,-0.00152018406093213
AT4G03320,-0.0484813140521365,1.04444096327746
AT3G46770,-0.0743719339332393,1.03131337045654
AT2G47560,-0.563202001625364,1.27866037395188
AT5G52020,-0.316192346232949,0.443315364673951
AT1G74870,-0.160825413731097,1.27041624288657
AT5G57560,-0.521524065544943,-0.794613060969905
AT4G30430,-0.674667066402084,0.551020746713214
AT5G15250,-0.206734537997207,1.17259728988775
AT5G05420,-0.102358304455972,0.94881066877864
AT5G37670,8.24274048931489,-0.601077566315492
AT4G34410,-0.622577011031199,0.338286996857651
ATMG00640,-0.116199717012888,0.907971756956031
AT5G47160,-0.237018820319489,0.756091165946825
AT1G33102,-0.0482660333256654,0.547257384015644
AT4G10200,-0.416674865657226,1.31539352873511
AT1G29290,-0.719510325823031,-0.1369578348773
AT4G37770,-1.01246859106115,0.608870242306656
AT2G07768,-0.0453382902879618,0.924629241802601
AT1G27730,-1.00904221539586,0.170845575643685
AT3G50940,-0.259452952888708,0.454499140981395
AT4G21930,-0.160423107041322,0.809777026031565
AT3G23240,-0.188780061233574,0.232207924955067
AT5G05490,-0.225872010285163,1.24904403898455
AT1G06180,-0.105523092282365,0.692980619952822
AT4G33905,-0.102614117238423,0.160800602211789
AT1G02400,-0.914880642131203,0.740232702529758
AT4G21926,-0.2505516097054,0.50615531854839
AT2G46840,-0.0428844645101404,1.17966113531777
AT3G08970,0.145416103563244,0.811791974103396
AT3G50930,-0.713796727434616,0.377799148660655
AT3G49320,-0.043099932758335,1.09366724003572
AT5G16200,-0.956197343611359,0.436516578507404
AT3G20180,-0.0514781407295288,0.905012998868858
AT1G45616,-0.0790886832885419,0.807460226314798
AT3G55980,-1.94193844589485,-0.130000839043995
AT4G27280,-0.770127764370409,-0.441135965360879
AT5G63130,-1.22215747889894,0.666477994168948
AT5G47500,-0.12696980950685,1.0303935677727
AT5G52570,-0.152455487894111,0.887464291780886
AT2G07707,-0.0618781878814401,0.980475056995979
AT2G07722,-0.119186308591414,1.19291510626058
AT5G52390,-0.326669955626608,0.647126547805365
AT1G65890,-0.204824717422395,0.249417109266603
AT5G62020,-0.0225286500566122,0.335533353258392
AT1G05340,-0.0642342168536113,0.52742701517795
AT3G53980,1.39646618043653,-0.727102313040793
AT3G08860,-0.397551155475759,0.414259638445584
AT5G59340,-0.592214496903462,0.904989763446182
AT1G72240,-0.327990534885233,-0.36423227025216
AT1G68620,-0.150521444848335,0.933872023573685
AT5G49120,0.116091197432218,0.568656505325579
AT2G25460,-0.361846242785001,0.412492778376457
ATMG00630,-0.0748874162978035,1.00924539354536
AT4G11280,-2.54858557863011,-0.736401522383056
AT4G21323,0.398322366983883,1.1766070529518
AT2G26695,-0.356354462438115,0.439803375111596
AT3G02140,-0.612374048535888,0.510759336014185
AT3G61190,-0.978247726835342,-0.062617504531285
AT1G33540,-0.121909055147812,0.983930598532934
AT1G77760,-1.878824422104,1.53012255170829
AT2G05050,-1.84580675185615,0.497344240612902
AT4G15480,-0.121343719165247,0.719294085297456
AT4G16590,-0.0797834104525405,0.912793956079662
AT1G66500,-0.987932552625721,0.428076715434531
AT3G07150,0.314184001869569,0.13890189152491
AT1G75390,-0.0885260798699943,0.800754058288544
AT5G43660,-0.196142591929506,1.28956376379198
AT2G46940,-0.165918497679899,0.739911150721714
AT2G07777,-0.174901267038875,1.14981544712254
AT1G73690,-0.365843031209162,0.963239245172601
AT4G14819,-0.0577674844496929,0.857673253840049
AT2G44080,-0.205084447536555,0.0826214478238808
AT5G64870,-1.08466669933613,0.8878605978399
AT4G29780,-1.16004927184153,-0.0416048978191753
AT2G30760,-0.0987225128504702,0.688516293755073
AT5G04150,-0.109355230316347,1.23899773317846
AT1G16370,-0.432747785550956,0.683814036735983
AT5G67450,-0.805458482478677,-0.0260588289190527
AT3G47420,0.160965935400264,0.984718699595456
AT5G64450,-1.28657566499057,0.415337002911223
ATMG00070,-0.120332201543294,1.00561919912212
AT1G79360,-0.339425227619681,0.436377440330105
AT3G06220,-0.119821488005826,0.384459163786723
AT1G67360,0.848713862674082,0.0271048428585726
AT1G72210,-0.88172604130917,0.752245506771776
AT4G35655,-1.08930577041892,0.683568113068678
AT1G54050,83.8080238414867,66.4209859836933
AT5G18340,-0.236516697436837,0.45335925939678
AT1G34060,-0.144587839639593,1.3626043821324
AT5G40382,-0.080745270233876,1.1528715524218
AT5G57550,0.457856877767162,-0.288456268173408
AT5G66740,-2.42450442785134,1.26306653989569
AT2G22770,-0.0175412151866299,0.998820881684114
AT3G21320,-2.06060726524913,1.22869191187744
AT3G59440,-1.58735123435858,-0.139156551004951
AT3G23630,0.0227741838109102,1.19465368866189
AT1G51380,-0.0498447197070086,1.05343496419868
AT3G10815,-0.553824429423857,0.605132925115884
AT1G77880,-0.291140195564727,1.23083715525394
AT2G43290,-1.58843097642302,-0.215739428293205
AT1G51460,-0.226987752073912,1.21587414688836
AT4G35985,-0.606294598812044,0.542010223362051
AT5G27940,-0.466336540662022,0.623554168126542
AT1G09070,-1.55742405495813,0.650688192195991
AT5G05270,-0.0267406188918336,0.975484074203124
AT2G07779,-0.315618081429356,1.06560577122345
AT5G07500,-0.189381444727925,1.21658741494438
AT1G03660,-0.984146605436533,0.943921841575234
AT3G55840,-1.06739767359686,-0.336080730317418
AT1G48000,0.211068837738252,0.122239822283025
AT4G20690,-0.0538653632357469,0.97422291014256
AT5G47220,-0.12461400556637,0.166451567803261
AT1G04180,-1.21930296376827,2.14916546553844
AT5G09800,-1.31521507704799,0.771708067297016
AT3G21330,-1.11417989167333,1.03091915448746
AT5G39610,0.108013782097553,0.425748917605788
AT2G36640,-0.0101496562467783,0.49501261382536
AT3G51910,0.151041474541821,0.669614012164984
AT1G30070,-0.315598790118222,0.765009330339003
AT3G62430,-0.0954640794677804,0.90165599259432
AT1G69430,-1.82315135932431,0.65510829859344
AT2G14900,-0.144102403862153,0.676585745538039
AT1G08080,-0.151761678315354,0.223959024583587
AT1G63030,-0.220048664838457,0.510519316963631
AT1G64780,-0.113113237212678,0.810329740725723
AT5G40800,-0.121066545463128,0.532832334682074
ATMG00160,-0.12569776259666,1.02825966966331
AT3G15357,-0.13992936565851,1.18528013230607
AT1G02390,-0.61844179944472,-0.0863992675470397
AT1G72940,-1.75816554446625,0.498981594819561
AT3G17790,0.121355715704446,0.463692973716304
AT5G64310,-1.87495033820784,0.610715892514425
AT5G24090,-0.0913720656963281,1.01176781473713
AT3G25290,-0.0752334378555837,0.593504707413994
AT5G61600,-1.91213053053598,-0.471312365362078
AT3G22840,0.253659333303316,0.419607778742163
AT3G57880,-0.0311631334168874,0.819409528879906
ATMG00040,-0.112619167149309,1.05488093441274
AT4G01985,0.156822351004182,-0.155262820221618
AT5G01100,-0.802937103560197,0.19867346083139
AT4G25433,-0.531154604544766,0.808790696882007
AT1G77520,-0.114522347568866,0.644811398303646
AT4G38560,-0.279176101333287,0.369630262183449
AT5G43620,-0.889722715777238,0.731567022876735
AT4G30460,-0.10889871546819,0.240106643415186
AT3G03910,-0.29389198013336,0.671640686552533
AT3G19030,-1.66172705244424,1.02406110528596
AT2G39570,-0.265616457438405,0.949519413762419
AT2G14247,-0.167809203713743,1.6001737935655
AT3G17690,-0.387344986906775,0.654072039073001
AT1G01810,-0.152107227300067,0.74486323767131
AT5G57790,-0.196306135161049,0.573243816129707
ATMG01020,-0.0854443346643853,0.982547671224911
AT2G33070,-0.0828307299386141,0.805812101592138
AT4G24570,-1.83644280480163,-0.408061438735161
AT3G16050,0.914535335400695,0.15669509023305
AT3G59880,-0.376441179760466,0.515608400346258
AT3G55900,-0.148157999072388,1.65455358040345
AT5G08150,-1.63878985236145,-0.818593563467028
AT1G07350,0.118756142090899,0.109967473338052
AT2G01610,-0.182643284535462,0.668259383952044
AT2G46990,-0.428683789939972,0.880196021677866
AT3G14370,-0.467742922519404,0.778410103215806
AT5G17860,-0.223334709887524,0.895851535613762
AT4G26220,-0.18338220541833,0.869579708378117
AT1G11100,-0.296468375837352,1.14145088037548
AT1G30135,-0.521829977879813,0.289349771261549
AT1G15870,-0.106383250373782,1.24006154286845
AT5G46295,-1.84722576286297,0.074304560643922
AT5G44306,-0.0703875597257016,0.996379250955996
AT1G31040,-0.864464117959311,0.419907223641453
AT1G70130,-0.924767177794194,1.38207468131346
AT5G37990,-1.81135389598073,-4.15419120249661
ATMG00110,-0.265033766301268,1.05183551827503
AT2G39650,-1.84724909251396,0.277415828688184
AT5G11100,-0.0640960641579152,1.00113114884168
AT2G25090,-0.358595830404162,1.63298831763475
AT1G61930,-0.218798448365352,0.745172083586763
AT4G02380,-0.788846962398917,0.538649609729174
AT2G35950,-0.108238368028749,0.888655432003619
AT3G19184,-0.190619609711081,0.677275075245327
AT1G22220,-2.1343067389108,1.04625503918389
AT4G13395,-2.13924848961298,1.01052361746663
AT1G56600,-0.377384963636337,0.468581561484047
AT5G67110,-0.118056972799647,1.03092515489653
AT5G48510,-0.12133317757315,0.425058724980566
AT1G79900,-0.0570783939258364,0.419700328826555
AT3G57450,-0.861475195945647,-0.0976210396337472
AT1G58420,-0.638774319160833,0.345915559828732
AT2G32130,-0.150108712916408,0.560129672965478
AT1G73066,0.106608779080874,0.25056663460911
AT4G33020,0.0810621959449987,1.49227553731992
AT1G44740,-0.0768068631342786,1.08799385070805
AT1G47395,-0.189157335231902,1.03836079281424
AT5G62040,0.462034509502218,-0.162785813290116
AT4G36950,-0.173288441146818,0.494686835189074
AT1G36060,-0.623968323929683,0.849947655050409
AT1G73040,-0.0715413201762658,0.378938860639531
AT3G22275,-0.433167029760587,1.40243157022158
AT2G07675,-0.117671757902335,0.994240623443834
AT5G18065,-0.156506027119243,1.34188170346105
AT3G18610,-0.0751446490151296,0.986065411975867
AT1G64360,-0.313804000269998,0.418249432034453
AT1G03470,-0.108922316976196,0.815931666205935
AT1G52690,0.454983509323943,-0.0649883487768823
AT2G07718,-0.0871727799522691,0.886006753808614
AT1G29640,0.183007478453881,0.606112119232777
AT1G51620,-0.325940171824265,0.229426473488869
AT3G14590,-0.843170478326931,0.479350615748468
AT1G65500,-0.531295098880718,0.65466310095675
AT2G25625,0.162887866068003,0.234272420520907
AT5G24590,-2.03679608387594,0.76803889345564
AT4G32510,-0.401350495775664,0.773944396696017
AT4G24110,-1.61986362651723,0.520548256182612
AT1G18300,-3.47727310512618,0.0543047798134172
AT5G47960,-0.780030491116937,0.0618079235551662
AT3G21680,-1.09348483986099,0.429931455179248
AT5G51920,-0.439285633091437,1.18510361696816
AT2G41905,-0.0535659394460344,1.01881841921238
AT5G06720,-0.852324416981619,0.914800060716629
AT2G36540,-0.134341560515158,0.556359249877399
ATMG00150,-0.19865135287281,0.987217370735249
AT4G38340,-1.50990471816038,0.653450050593377
AT1G23850,-0.0457929880699889,0.959076075003174
AT1G64500,-0.133648130793896,1.04912389770344
AT5G65320,-0.174176355338986,0.422192415722257
AT4G05497,-0.198654347441203,0.696696271351525
AT2G45610,-0.366392477895874,1.65691703206272
AT3G21900,-0.306380615659479,0.777317634463777
AT4G33550,1.0174955089853,-0.348111121712828
AT1G61890,-0.479586460212393,0.373943670473859
AT3G15500,-0.596267937170667,1.39778507929745
AT3G22060,-0.287888652638674,0.822313568521759
AT5G49700,-0.129400114253552,0.690839517728374
AT2G29090,-0.411272245176507,0.367015257557117
AT1G66180,-1.65317021240081,0.0179763446795273
AT4G40020,-1.38955634913586,1.566452616849
AT1G61800,-0.868967581025467,1.31824121260842
ATMG00270,-0.265754817459488,0.646626139454788
AT5G46590,-0.280626907179164,1.00673100300555
AT1G27940,-0.0700563086587437,0.610010383627573
AT5G39850,-0.0766510973134077,1.0958145299178
AT5G60760,-0.216377101232409,0.301056606697211
AT4G28390,-0.155982865568333,1.34146358301468
AT3G54260,-0.14596930929737,0.718775740436327
AT1G24140,-0.551133490866683,0.10169489173014
AT2G13770,-0.0335029290241954,1.34957385364912
AT4G35720,-0.604590623767972,0.635379138579933
AT4G20350,-0.0887416594768185,0.549949178364595
AT2G39230,-0.298537986398095,1.44990781174268
AT3G21920,-1.12446388513957,0.729351453999893
AT1G13430,-0.524497795865209,0.94997410855338
AT2G27389,-1.8198634146404,0.955831708174478
AT5G10695,-0.339947656808589,0.478428639222588
AT1G02810,-2.09104244211401,-0.0922291545928403
AT5G49480,-1.44066357268089,1.22129143625839
AT2G19240,-0.179273159270452,1.67667836760817
AT5G48850,0.107772412313804,0.136253760266675
AT5G44980,-0.190368484648887,0.804195347718947
AT2G35070,0.757857954301785,-0.136182751671663
AT2G07815,-0.37019241403415,0.689064362082272
AT1G03170,-0.253480012679271,1.02387381818455
AT5G27050,-0.316542495474218,0.224304416104464
AT2G32200,-0.68697192325446,0.119029778576245
AT4G23340,-0.224699863318587,0.553790947075186
AT4G08590,-0.395641548909109,0.884492793694977
AT4G15248,-0.17866258069133,3.33333369455479
AT5G27890,-0.664978208364891,2.26361066561572
AT2G07727,-0.418640538810774,1.0401328079084
AT3G26480,-0.113434785060388,0.211354478218227
AT3G03170,-0.411473138618178,0.15079583939144
AT3G48280,-0.0777647070434699,0.895176134986293
AT4G37700,-0.151113550617591,0.294709332935075
AT1G19380,-0.573733337197759,0.259300582912878
AT1G16130,-0.813565130291204,0.0687874081215862
AT3G10930,-1.10263964036647,-0.178421513906179
AT2G07773,-0.127070439045799,0.872759433814227
ATMG00940,-0.0768670423476664,1.05852285811949
AT2G07705,-0.150932513757402,1.11866283452702
AT2G25140,-0.878327743909225,0.889027505707009
AT1G14860,-0.770868217383703,1.5689482101703
AT3G21930,-0.386062498556874,0.859631380524378
AT4G39700,-1.07314894657196,1.32566919392872
AT4G24380,-1.53567918538877,-0.0249320855758435
AT5G44350,-1.06565856866731,-0.35763338081811
AT5G05400,-0.0702040431489078,0.801077134386393
AT2G15020,-0.065151801142234,1.45311670306934
AT1G29050,0.136404954521554,0.0795461998002621
AT1G13609,-0.0997697265879516,1.4699282800528
AT1G58410,-0.353287873539169,0.38476412478337
AT5G47550,-0.135824041632437,0.424733538026683
AT3G50890,-0.381856441446827,0.360814501288307
AT3G57540,-0.447438333331242,0.57787065432022
AT5G53820,-0.112852256490642,0.793589578512047
AT1G22810,-0.691491786837471,0.287053237949338
AT5G66960,-0.0891330329599062,1.0063306702345
AT5G44440,-0.912075253306062,0.289650441010112
AT1G07135,-3.1044970517917,-1.40477799823771
AT1G55475,-0.326710678646829,0.303890912295277
AT1G77380,-0.138372439442572,0.991434241999459
AT5G61730,-0.380886879100649,1.30471116316987
AT4G29760,-0.236158685193617,1.50110430333962
AT2G07741,-0.0634264886654744,0.807140647374001
AT4G18010,-1.81912996383946,0.154300358232698
AT1G73700,-0.197701280704932,0.844821455586228
AT2G36750,-0.544364107763618,2.1643651815062
AT2G07687,-0.252238349110235,0.968594561430242
AT1G68440,-0.241885335927154,0.413183414964671
AT3G45730,-0.381320827472312,0.153806506026161
AT2G42395,-0.445422029036608,0.60769429332218
AT1G71200,4.01682976360824,0.774551511640429
AT5G46830,0.131904766909252,-0.140237177232989
AT2G41480,-0.281990903668928,0.652397050568506
AT1G74490,-0.493071362098861,0.653214969499233
AT3G26235,-0.335544971926828,1.25564232072944
AT1G19610,-0.163048006426488,1.38866830646532
AT5G19970,-0.993845821932425,1.09632819268868
AT5G59820,-0.328750142725971,0.405733057842916
AT1G65180,-0.101920410541812,0.639179943638924
AT5G19230,-0.634161927078646,0.262743693538321
AT4G02330,-0.409487966990964,-0.250307576074224
AT3G47360,-0.192004463381275,0.930915204125541
AT4G09260,-0.223016360681706,1.16596908731616
AT2G07674,-0.434826850647426,0.796517014411198
AT1G17744,-0.321306801921093,1.58477136567946
AT1G78740,-0.106640722400522,1.27414813137587
AT1G11785,-0.519315650806268,0.236997243522885
AT4G17500,-0.573576692628439,-0.0347736670874913
AT3G13672,0.701580786950376,-0.203258460980628
AT3G56890,-0.255980097769788,1.23655148229094
AT3G43580,-0.511483817915235,0.584406418746122
AT4G00690,-0.222379791847748,0.887693531489794
AT5G64710,-0.157398074029372,1.06568321670642
AT4G02290,-0.267430510817702,0.867485756833746
AT1G35310,-0.0683926493283301,-0.0721115098156094
AT5G57567,-0.237786514211869,0.8984683762031
AT3G48510,-0.470864041541076,0.0268047987947707
AT4G28250,-0.355108847692454,0.5609702032944
AT2G38470,-1.96811359508791,-0.0906742309988189
AT5G63300,-0.12840494188776,0.75789287063671
AT4G18280,-0.404693647222563,0.73996779524975
ATMG00260,-0.581617528570789,0.77931265649462
AT3G21000,-0.230363744093691,0.743337601298578
AT1G11210,-15.8278323645873,2.78587193418568
AT5G25475,-0.360665355903832,0.744235486944251
AT2G47010,0.718679250615099,0.0630249680796554
AT5G66480,-0.277501833791026,0.18532213018197
AT2G24100,-0.114007160546528,0.337076426957337
AT3G49570,-0.0200774675975272,0.518103491832851
ATMG01370,-0.256741826357071,1.03310432741402
AT5G58770,-0.0106784591939031,0.171968979461209
AT1G62760,-0.132737740717544,1.30092935639693
AT1G06620,-0.137817631781214,0.712123401127537
AT5G64750,0.154355919285972,0.564220085529852
AT5G25440,-0.211803949839167,0.260803362610614
AT1G60970,0.0957527151879793,1.3318629355049
AT4G17480,0.00997373613509744,0.335960463400085
AT3G14550,-0.241071177029511,0.899452593787322
AT5G66110,-0.133215284355485,0.422385487008752
AT2G24600,-0.479628159166341,0.168629984209648
AT5G06300,-0.91604832498707,0.452511864184769
AT1G53260,-1.01007250091571,1.32046690165306
AT5G22250,-1.53025347492489,-0.028759386283252
AT3G60330,-0.238358841497941,0.867237389059264
AT3G29810,-0.162868408248216,1.03670237160981
AT2G01175,-0.783421601794481,1.77001204994788
AT5G37980,-0.179964270978568,0.455013517658901
AT5G42120,-0.129004559287835,1.1597576058355
AT2G45930,-0.748051602775194,1.00079323919322
AT5G37970,-4.3246657233408,-3.1706284774406
AT1G65310,-0.611166506068069,0.377439761492596
AT4G26950,0.13343229701109,0.604385499215024
AT1G56650,-0.160990574299565,0.422274125266297
AT3G51860,0.0360040576176475,1.16315747006314
AT2G10930,-0.133115662965229,0.703052112959766
AT1G27770,-1.16553778556235,0.660072692258572
AT4G27350,-0.378646924370419,0.789229150694964
AT2G22420,-0.18691073988493,0.421651796924216
AT5G43580,0.0990483239517754,-0.0862833233497267
AT3G48350,-0.217745724542853,0.551365165364577
AT2G02061,0.295179936121511,0.0607446467792243
AT3G09600,-0.131365583773422,0.759016191452836
AT5G62490,0.743296919828361,0.00581908309127565
AT2G07749,-0.189868524000323,0.863048641874788
AT5G48170,-0.281404181545246,0.0344665868478749
AT1G77450,-0.0973247304067719,0.846008837134183
AT4G36000,-2.24956018090084,1.37560936233112
AT5G24380,0.137416530542435,0.52179915270542
AT3G01350,0.00212173191928546,0.491471442022324
AT3G50060,-1.86666464968449,-3.16687907813335
AT1G32900,0.142401038404808,2.00588738736469
AT5G66170,-0.138173405895018,0.970105386659663
AT4G01930,-0.255245498831633,0.626758372856361
AT3G51970,-1.55930276300645,0.126758745471346
AT5G17850,-2.87875020762387,0.937488337374886
AT1G18740,-1.46818112877748,-0.580583420389535
AT5G17470,-1.66098588274303,0.0104899410494911
AT3G22700,-0.264138290456955,1.65517888925307
AT1G70950,-0.129613423819741,0.975484447064436
AT5G49520,-0.535934894234349,-0.0139429008420605
AT5G43300,-1.46361451795306,2.11269122333889
AT3G20310,-1.27564368597758,0.353750809508745
AT5G03010,-0.0666746005560632,1.16362975597286
AT1G62420,0.439583295659961,0.606260794049937
AT2G39980,-1.20204293734327,0.441819589218852
AT3G24780,-0.107711635903167,1.18381206530298
AT1G07430,0.958332282812893,4.29323891504586
AT5G01760,-0.0343668298557493,1.65844402153313
AT1G73540,-5.49368968256283,-0.886915010349564
AT3G26690,-0.466956464063287,0.586020104081731
AT5G09980,-0.140028327672479,0.706375606335729
AT4G15780,-0.0847610622722001,0.721343021115209
AT3G16470,-0.0408249691728279,0.763258859361412
AT3G53690,-0.0959269495197352,0.771550743088589
AT5G27420,-0.939936489118819,-0.0518664448585449
AT5G49330,-0.0319241477195463,0.790428374680793
AT1G62510,-0.879320133047742,2.2424185169936
AT4G35295,-0.18169871766601,0.81821118116312
AT3G11050,-0.270678980324058,0.688933038320949
AT3G50770,0.0983434268836291,0.866589140290403
AT1G12200,-0.07964032791422,0.6183132959333
AT4G36010,-3.02121970909693,1.34628755412904
AT3G46620,-2.81424210849914,-0.202371434191847
AT3G52470,0.00151983907979061,0.690502888310202
AT3G15280,-0.107951317028101,0.442708263123712
AT2G03110,-0.346032778920604,0.587836600393674
AT5G24155,-0.519962456964081,0.962917772368562
AT4G01360,-1.39122856607493,0.504889168863183
AT2G29130,-0.240824305255049,0.373577431127892
AT2G30766,-0.166288441161459,1.16386733013628
AT5G42370,-0.0927997181684857,0.821032783790098
AT1G62770,-0.803891228567459,0.79927466726318
AT3G17520,1.72333608925405,0.28071691273959
AT3G08720,-0.667068889936316,0.504208499124322
AT1G12570,0.0727000727448599,0.248527991419551
AT5G10336,-0.0860981955290386,0.524868705604288
AT1G49450,-0.0611537364362209,0.603696758375238
AT3G13170,-0.307392707028599,0.841216242603769
AT3G57920,-0.316026339960247,0.493398901672206
AT5G65380,-0.0386001288444326,0.252981580377708
AT2G35290,-1.37428096352794,0.00707647844482793
AT5G06510,-0.21087456592674,0.656302698821221
AT2G25260,0.0144755342526484,-0.0516448727313966
AT1G79890,-0.05539857003811,1.18867928267647
AT4G27370,-0.142249154145612,1.06244220747942
AT3G23930,-0.365785747498638,0.698718040328034
AT1G12610,-0.818029554289808,0.456304641947531
AT1G20120,-0.450185248400246,0.70628138722251
AT4G16140,-0.239684685150149,0.716015392003726
AT2G19910,-0.445424820141877,1.45164727466407
AT3G59080,-1.9437471566742,-0.0998702959950084
AT5G09430,-0.702540534485864,0.501340906736796
AT1G47400,-0.413604850258886,1.13840544202729
AT2G44578,-0.385767336664804,0.391206560627532
AT1G03770,-0.153103903987728,1.09116273135277
AT1G31760,-0.0655519674852376,0.907342879025936
AT4G30280,-0.746013495638292,0.301108866337331
AT3G10150,-0.126218567365976,0.625823605413781
AT5G54720,-0.548210045329922,0.0146981714019287
AT1G31820,-0.22528522113187,0.762289233838759
